,Job Title,Experience,Education,Company Name,Salary Estimate,Location,Rating,Is Remote,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape
16,Full Stack Developer,6,1,Racino,"$97,942 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:15:22.214977
17,Mid-Level Web Developer,2,2,Udundi,$30.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:15:23.634517
18,Web Developer,2,1,"DONIA LLC
4.0",$27.50 /hr (est.),"Annapolis, MD",4.0,False,51 to 200 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,1.0,3.0,2.0,1.0,5.0,2023-05-14 08:15:25.050945
19,.NET Web Developer,6,2,Inventech info Solutions,$50.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:15:26.801873
20,Web Designer/Developer,5,1,EMDL,$20.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:15:28.222498
21,Temporary Web Developer (Frontend),20,1,"Uncommon Goods
4.3",$37.50 /hr (est.),"Brooklyn, NY",4.3,False,201 to 500 Employees,1999,Company - Private,"Gift, Novelty & Souvenir Stores",Retail & Wholesale,Unknown / Non-Applicable,3.8,4.1,4.6,4.3,4.2,2023-05-14 08:15:29.785267
22,Flutter Developer - Mobile/Web,6,1,"OXOS Medical, Inc.
5.0",-1,Remote,5.0,True,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,5.0,4.3,5.0,5.0,5.0,2023-05-14 08:15:31.537465
23,Full Stack Software Developer,2,1,Atalan Tech,"$107,500 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:15:33.251011
24,Java Developer,10,1,"GenTech Associates
4.4",$47.50 /hr (est.),"Richmond, VA",4.4,False,51 to 200 Employees,2005,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,4.2,4.3,4.4,4.3,4.5,2023-05-14 08:15:34.805055
25,Email Developer,1,1,"Reischling Press, Inc.
3.7",$32.50 /hr (est.),Remote,3.7,True,1 to 50 Employees,-1,Company - Private,Consumer Product Manufacturing,Manufacturing,$5 to $25 million (USD),3.6,3.7,3.8,3.9,3.6,2023-05-14 08:15:36.554554
26,Web Site Developer,-1,1,"Litmos
4.0","$86,671 /yr (est.)","New York, NY",4.0,False,201 to 500 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,4.5,4.0,4.5,4.0,5.0,2023-05-14 08:15:38.338762
27,Junior Web Developer,1,1,Crunchapps,"$70,326 /yr (est.)","New York, NY",-1,False,Unknown,-1,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,-1,-1,-1,-1,2023-05-14 08:15:41.932931
28,Freelance Web Designer (Contract),2,1,Loopdash,$45.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:15:43.825729
29,UI/UX Developer,-1,1,"ArchsystemInc
4.1",$33.67 /hr (est.),Remote,4.1,True,51 to 200 Employees,2006,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),4.3,4.1,4.2,4.2,4.1,2023-05-14 08:15:45.345198
30,Frontend Engineer,5,2,"Ryzen Solutions
4.2",$74.50 /hr (est.),"Foster City, CA",4.2,False,51 to 200 Employees,1999,Company - Private,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),4.3,4.0,4.2,4.0,4.0,2023-05-14 08:15:55.670873
31,AngularJS Developer,10,1,RELQ TECHNOLOGIES,"$111,905 /yr (est.)","Dallas, TX",-1,False,1 to 50 Employees,2022,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,-1,-1,-1,-1,-1,2023-05-14 08:15:57.375388
32,C# Developer,5,2,"Intellibus
4.5",$70.00 /hr (est.),"Atlanta, GA",4.5,False,Unknown,2015,Unknown,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,4.1,4.8,4.4,4.3,4.4,2023-05-14 08:15:59.800972
33,Frontend Engineer,3,1,"Trellis
4.4",-1,Remote,4.4,True,51 to 200 Employees,2012,Company - Private,Advertising & Public Relations,Media & Communication,$5 to $25 million (USD),4.3,4.2,4.3,4.3,4.2,2023-05-14 08:16:01.930136
34,UI Developer,1,2,"Sunixa Solutions
4.9",$62.50 /hr (est.),Remote,4.9,True,51 to 200 Employees,2015,Company - Public,Information Technology Support Services,Information Technology,$1 to $5 million (USD),4.9,4.7,4.9,4.9,4.9,2023-05-14 08:16:03.817310
35,Java Developer,10,1,"GenTech Associates
4.4",$47.50 /hr (est.),"Richmond, VA",4.4,False,51 to 200 Employees,2005,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,4.2,4.3,4.4,4.3,4.5,2023-05-14 08:16:06.034540
36,Web/Senior Frontend Developer,8,2,"IT Engagements,Inc.",$70.00 /hr (est.),Remote,-1,True,1 to 50 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,-1,-1,-1,-1,2023-05-14 08:16:07.774223
37,PHP Developer,4,1,"Khayainfotech LLC
5.0",$45.00 /hr (est.),Remote,5.0,True,1 to 50 Employees,2021,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),5.0,5.0,5.0,5.0,5.0,2023-05-14 08:16:09.520739
38,Web Developer(Cloud native),1,-1,"VITA TECH INC
5.0",$65.00 /hr (est.),"Atlanta, GA",5.0,False,51 to 200 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,5.0,5.0,4.7,5.0,5.0,2023-05-14 08:16:11.235354
39,Full Stack Developer,10,1,"Gridiron IT
4.5","$130,000 /yr (est.)",Remote,4.5,True,51 to 200 Employees,2017,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,4.5,4.3,4.4,4.3,4.7,2023-05-14 08:16:12.922156
40,"Web Developer, Frontend - React",-1,2,"Mackin Educational Resources
3.4","$61,314 /yr (est.)","Burnsville, MN",3.4,False,201 to 500 Employees,1985,Company - Private,Colleges & Universities,Education,$100 to $500 million (USD),2.2,2.7,3.1,2.8,3.6,2023-05-14 08:16:14.817038
41,"Software Engineer, Frontend",8,1,De Novo Discovery,"$160,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:16:16.530959
42,Temporary Web Developer (Frontend),20,1,"Uncommon Goods
4.3",$37.50 /hr (est.),"Brooklyn, NY",4.3,False,201 to 500 Employees,1999,Company - Private,"Gift, Novelty & Souvenir Stores",Retail & Wholesale,Unknown / Non-Applicable,3.8,4.1,4.6,4.3,4.2,2023-05-14 08:16:17.945645
43,Jr Frontend Developer,10,1,"Modernize Home Services
4.1","$70,000 /yr (est.)","Austin, TX",4.1,False,51 to 200 Employees,2005,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,4.0,4.3,4.1,4.2,2023-05-14 08:16:20.011161
44,Mid level Java developer,8,1,GS SOLUTIONS,$65.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:16:21.768733
45,Frontend Engineer,5,2,"FAAZ Consulting
2.4",$62.50 /hr (est.),"Cerritos, CA",2.4,False,Unknown,-1,Company - Private,Construction,"Construction, Repair & Maintenance Services",Unknown / Non-Applicable,3.3,3.7,2.3,2.7,3.3,2023-05-14 08:16:23.892286
46,HTML Developer,5,1,Z4,-1,Remote,-1,True,Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,-1,-1,-1,2023-05-14 08:16:25.859076
47,Angular Developer,7,2,"Tekfortune IT India Pvt Ltd
4.6",$60.00 /hr (est.),"Sturgis, MI",4.6,False,1 to 50 Employees,-1,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,4.6,4.2,4.4,4.3,4.6,2023-05-14 08:16:27.584729
48,python aws developer,8,1,"Teamware Solutions (quantum leap consulting).
4.6",$57.50 /hr (est.),"Philadelphia, PA",4.6,False,1001 to 5000 Employees,2003,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,4.5,4.2,4.4,4.4,4.5,2023-05-14 08:16:29.360812
49,Golang Developer,1,-1,"Fuge Technologies Inc
4.7",$52.50 /hr (est.),Remote,4.7,True,1 to 50 Employees,-1,Contract,-1,-1,Unknown / Non-Applicable,4.7,4.5,4.7,4.3,4.5,2023-05-14 08:16:31.468426
50,.NET Web Developer,6,2,Inventech info Solutions,$50.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:16:33.295527
51,Web Developer - Remote,2,1,"University of Colorado
3.9","$75,116 /yr (est.)","Denver, CO",3.9,False,10000+ Employees,1876,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),3.3,3.5,3.7,3.3,3.7,2023-05-14 08:16:34.841764
52,Senior Frontend JavaScript Developer (Remote),4,1,"VS Media
4.1",$90.00 /hr (est.),California,4.1,False,51 to 200 Employees,1996,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,4.0,4.4,4.0,4.4,2023-05-14 08:16:36.837145
53,Sr. Developer,2,1,"AVA Counsulting
3.9",$58.00 /hr (est.),"Mason, OH",3.9,False,51 to 200 Employees,-1,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3.8,3.9,3.8,3.8,3.8,2023-05-14 08:16:38.685028
54,Web Developer,3,1,Sterner Stuff,$27.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:16:40.427470
55,React JS Developer,9,2,"Volto Consulting
5.0",$57.50 /hr (est.),"Sunnyvale, CA",5.0,False,51 to 200 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,5.0,5.0,5.0,5.0,5.0,2023-05-14 08:16:42.073930
56,Full Stack Web Developer - (Contract),125,1,"Bosch Group
4.3","$64,674 /yr (est.)","Pittsburgh, PA",4.3,False,10000+ Employees,1886,Company - Private,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),4.1,4.0,4.3,3.9,4.1,2023-05-14 08:16:43.729415
57,Web Developer,4,1,"Artisan Technologies, Inc.","$86,000 /yr (est.)","Fairborn, OH",-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:16:45.662831
58,PHP Developer,8,2,cloud resources,$52.50 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:16:47.401135
59,Sr. Web Developer,7,1,"Radcube LLC
3.6","$107,205 /yr (est.)",Remote,3.6,True,51 to 200 Employees,-1,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.6,3.2,3.6,3.4,3.6,2023-05-14 08:16:48.916373
60,Frontend Engineer,3,1,"Trellis
4.4",-1,Remote,4.4,True,51 to 200 Employees,2012,Company - Private,Advertising & Public Relations,Media & Communication,$5 to $25 million (USD),4.3,4.2,4.3,4.3,4.2,2023-05-14 08:16:59.446394
61,Frontend Engineer,5,2,"Ryzen Solutions
4.2",$74.50 /hr (est.),"Foster City, CA",4.2,False,51 to 200 Employees,1999,Company - Private,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),4.3,4.0,4.2,4.0,4.0,2023-05-14 08:17:01.248457
62,UI Developer,1,2,"Sunixa Solutions
4.9",$62.50 /hr (est.),Remote,4.9,True,51 to 200 Employees,2015,Company - Public,Information Technology Support Services,Information Technology,$1 to $5 million (USD),4.9,4.7,4.9,4.9,4.9,2023-05-14 08:17:03.066870
63,"Software Engineer, Frontend",8,1,De Novo Discovery,"$160,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:17:04.842259
64,Web JS Frontend,-1,1,"Storylines
4.1",-1,Remote,4.1,True,1 to 50 Employees,2016,Company - Private,Hotels & Resorts,Hotels & Travel Accommodation,Unknown / Non-Applicable,4.2,4.0,4.0,4.0,4.1,2023-05-14 08:17:06.374732
65,PHP Developer,8,2,cloud resources,$52.50 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:17:08.061863
66,"Software Developer, Frontend",-1,1,"DISQO
4.5","$120,000 /yr (est.)",Remote,4.5,True,201 to 500 Employees,2015,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,4.3,4.2,4.1,4.2,2023-05-14 08:17:09.514687
67,Frontend Engineer,5,2,"FAAZ Consulting
2.4",$62.50 /hr (est.),"Cerritos, CA",2.4,False,Unknown,-1,Company - Private,Construction,"Construction, Repair & Maintenance Services",Unknown / Non-Applicable,3.3,3.7,2.3,2.7,3.3,2023-05-14 08:17:11.292202
68,Frontend Engineer,3,2,"Drivetrain AI
3.6",-1,Remote,3.6,True,10000+ Employees,1949,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),3.5,3.5,3.4,3.1,3.1,2023-05-14 08:17:12.989330
69,UI Developer,5,1,InfoEd Global,-1,Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:17:14.962947
70,Frontend Engineer,4,2,"OpenPhone Technologies
5.0",-1,Remote,5.0,True,51 to 200 Employees,2018,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),4.8,5.0,4.9,5.0,4.9,2023-05-14 08:17:16.544821
71,-1,-1,-1,-1,$65.00 /hr (est.),-1,-1,False,51 to 200 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,5.0,5.0,4.7,5.0,5.0,2023-05-14 08:17:18.333601
72,AngularJS Developer,10,1,RELQ TECHNOLOGIES,"$111,905 /yr (est.)","Dallas, TX",-1,False,1 to 50 Employees,2022,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,-1,-1,-1,-1,-1,2023-05-14 08:17:20.122903
73,Junior Dot Net Developer,5,-1,Zettalogix Inc,$45.00 /hr (est.),Remote,-1,True,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,-1,-1,-1,2023-05-14 08:17:21.877295
74,Junior Software Engineer,1,1,DataBP,"$85,000 /yr (est.)","New York, NY",-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:17:23.499127
75,Frontend Engineer (Remote),2,1,"Leaf Logistics
4.0","$80,000 /yr (est.)",Remote,4.0,True,1 to 50 Employees,2017,Company - Private,Taxi & Car Services,Transportation & Logistics,Unknown / Non-Applicable,3.9,4.2,3.9,3.8,4.5,2023-05-14 08:17:25.280945
76,Junior Developer,1,1,"Silverback Strategies
4.5",-1,Remote,4.5,True,1 to 50 Employees,2007,Company - Private,Advertising & Public Relations,Media & Communication,$5 to $25 million (USD),4.2,4.3,4.6,4.3,4.1,2023-05-14 08:17:27.087316
77,Frontend Software Engineer (React),4,1,"PracticeGenius LLC
5.0",-1,Remote,5.0,True,51 to 200 Employees,-1,Company - Private,Computer Hardware Development,Information Technology,$5 to $25 million (USD),4.0,4.0,5.0,5.0,4.0,2023-05-14 08:17:28.834888
78,Web Developer,3,1,"Devcare Solutions
3.7",$60.68 /hr (est.),"Trenton, NJ",3.7,False,51 to 200 Employees,2005,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.6,3.9,3.5,3.5,3.6,2023-05-14 08:17:30.594770
79,Student Employee - Web Developer,-1,1,"Electric Power Research Institute
4.4","$67,472 /yr (est.)","Charlotte, NC",4.4,False,501 to 1000 Employees,1973,Nonprofit Organization,Membership Organizations,Management & Consulting,$100 to $500 million (USD),4.1,4.0,4.4,4.0,4.2,2023-05-14 08:17:32.613818
80,Software Engineer - Frontend,4,1,"Kikoff
4.3",-1,Remote,4.3,True,1 to 50 Employees,2019,Company - Private,Banking & Lending,Financial Services,Unknown / Non-Applicable,4.2,4.6,4.2,4.1,4.2,2023-05-14 08:17:34.492096
81,Angular Frontend Software Developer,2,1,Elevate Technical Consulting,-1,Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:17:36.359683
82,Java Developer,10,1,"GenTech Associates
4.4",$47.50 /hr (est.),"Richmond, VA",4.4,False,51 to 200 Employees,2005,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,4.2,4.3,4.4,4.3,4.5,2023-05-14 08:17:37.922356
83,Frontend Engineer,6,1,"MagicLinks
3.7","$135,000 /yr (est.)",Remote,3.7,True,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,3.8,3.8,3.8,3.6,4.1,2023-05-14 08:17:39.749683
84,Web developer,5,1,HealthyLine,$42.50 /hr (est.),"New York, NY",-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:17:41.506205
85,Junior Frontend Developer,30,2,"ECi Software Solutions
4.0",-1,Remote,4.0,True,1001 to 5000 Employees,1999,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.9,3.8,4.0,3.9,4.0,2023-05-14 08:17:43.298816
86,Website Developer,-1,1,Creator Marketing,$50.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:17:45.074426
87,Frontend Web Developer,-1,2,Tasktoday,"$90,731 /yr (est.)","Newark, CA",-1,False,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,-1,-1,-1,-1,2023-05-14 08:17:46.694027
88,Web Application Developer,-1,1,"i2i Workforce
3.0","$95,000 /yr (est.)",Remote,3.0,True,1 to 50 Employees,-1,Company - Private,HR Consulting,Human Resources & Staffing,Less than $1 million (USD),4.0,4.0,5.0,3.0,4.0,2023-05-14 08:17:48.358022
89,Web Developer,2,1,"Feedonomics
4.7",-1,Remote,4.7,True,201 to 500 Employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.7,4.4,4.8,4.7,4.6,2023-05-14 08:17:50.337787
90,Frontend Engineer,3,1,"Trellis
4.4",-1,Remote,4.4,True,51 to 200 Employees,2012,Company - Private,Advertising & Public Relations,Media & Communication,$5 to $25 million (USD),4.3,4.2,4.3,4.3,4.2,2023-05-14 08:18:01.024040
91,Frontend Engineer,4,2,"OpenPhone Technologies
5.0",-1,Remote,5.0,True,51 to 200 Employees,2018,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),4.8,5.0,4.9,5.0,4.9,2023-05-14 08:18:02.758902
92,UI Developer,1,2,"Sunixa Solutions
4.9",$62.50 /hr (est.),Remote,4.9,True,51 to 200 Employees,2015,Company - Public,Information Technology Support Services,Information Technology,$1 to $5 million (USD),4.9,4.7,4.9,4.9,4.9,2023-05-14 08:18:04.564249
93,"Software Developer, Frontend",-1,1,"DISQO
4.5","$120,000 /yr (est.)",Remote,4.5,True,201 to 500 Employees,2015,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,4.3,4.2,4.1,4.2,2023-05-14 08:18:06.314023
94,Software Engineer - Frontend,4,1,"Kikoff
4.3",-1,Remote,4.3,True,1 to 50 Employees,2019,Company - Private,Banking & Lending,Financial Services,Unknown / Non-Applicable,4.2,4.6,4.2,4.1,4.2,2023-05-14 08:18:08.127357
95,Fullstack Engineer,-1,2,"Holdings
3.6",-1,Remote,3.6,True,10000+ Employees,1957,Company - Private,Car & Truck Rental,Transportation & Logistics,$10+ billion (USD),3.9,3.6,3.7,3.5,2.9,2023-05-14 08:18:09.829395
96,Frontend Engineer,5,2,"Ryzen Solutions
4.2",$74.50 /hr (est.),"Foster City, CA",4.2,False,51 to 200 Employees,1999,Company - Private,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),4.3,4.0,4.2,4.0,4.0,2023-05-14 08:18:11.662221
97,Web JS Frontend,-1,1,"Storylines
4.1",-1,Remote,4.1,True,1 to 50 Employees,2016,Company - Private,Hotels & Resorts,Hotels & Travel Accommodation,Unknown / Non-Applicable,4.2,4.0,4.0,4.0,4.1,2023-05-14 08:18:14.416708
98,Front End Developer - UI,6,2,"Andor Health
4.5","$90,633 /yr (est.)","Orlando, FL",4.5,False,51 to 200 Employees,2018,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,4.9,4.4,4.4,4.4,4.0,2023-05-14 08:18:16.325184
99,Frontend Engineer,3,2,"Drivetrain AI
3.6",-1,Remote,3.6,True,10000+ Employees,1949,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),3.5,3.5,3.4,3.1,3.1,2023-05-14 08:18:18.119646
100,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:18:19.804780
101,AngularJS Developer,10,1,RELQ TECHNOLOGIES,"$111,905 /yr (est.)","Dallas, TX",-1,False,1 to 50 Employees,2022,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,-1,-1,-1,-1,-1,2023-05-14 08:18:21.012507
102,Frontend Software Engineer (React),4,1,"PracticeGenius LLC
5.0",-1,Remote,5.0,True,51 to 200 Employees,-1,Company - Private,Computer Hardware Development,Information Technology,$5 to $25 million (USD),4.0,4.0,5.0,5.0,4.0,2023-05-14 08:18:22.991288
103,Angular Frontend Software Developer,2,1,Elevate Technical Consulting,-1,Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:18:24.737757
104,Frontend Engineer,6,1,"MagicLinks
3.7","$135,000 /yr (est.)",Remote,3.7,True,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,3.8,3.8,3.8,3.6,4.1,2023-05-14 08:18:26.301227
105,React Developer,7,2,"Integration Developer Network LLC
4.9",$62.50 /hr (est.),Remote,4.9,True,51 to 200 Employees,2011,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),4.7,4.7,4.5,4.6,4.4,2023-05-14 08:18:27.986067
106,Frontend Engineer,-1,1,"CRED Investments
5.0",-1,Remote,5.0,True,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,5.0,5.0,5.0,5.0,5.0,2023-05-14 08:18:29.729121
107,Website Developer,-1,1,Creator Marketing,$50.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:18:31.539280
108,Java Developer,10,1,"GenTech Associates
4.4",$47.50 /hr (est.),"Richmond, VA",4.4,False,51 to 200 Employees,2005,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,4.2,4.3,4.4,4.3,4.5,2023-05-14 08:18:33.053827
109,Frontend Engineer,11,2,"Virtualitics
4.2",-1,Remote,4.2,True,51 to 200 Employees,2016,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,4.2,4.2,4.2,4.1,4.2,2023-05-14 08:18:34.920181
110,UX Designer/Developer,1,2,"Radiant.digital
3.8",$72.50 /hr (est.),Remote,3.8,True,201 to 500 Employees,2000,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,3.8,3.0,3.7,3.7,3.7,2023-05-14 08:18:36.717976
111,Junior Software Engineer,1,1,DataBP,"$85,000 /yr (est.)","New York, NY",-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:18:38.496326
