,Job Title,Experience,Education,Company Name,Salary Estimate,Location,Rating,Is Remote,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape
110,Software Engineer II- Remote,3,1,"Home Depot / THD
3.8","$120,000 /yr (est.)","Atlanta, GA",3.8,False,10000+ Employees,1978,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),3.7,3.6,3.8,3.4,3.6,2023-05-15 09:20:26.432262
111,Frontend Engineer,-1,-1,"Rubicon
3.6",-1,Remote,3.6,True,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,3.6,4.0,3.0,4.0,3.6,2023-05-15 09:20:28.428593
112,Frontend Engineer,6,1,"MagicLinks
3.7","$135,000 /yr (est.)",Remote,3.7,True,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,3.8,3.8,3.8,3.6,4.1,2023-05-15 09:20:30.227499
113,Software Engineer,6,2,"January Technologies
5.0","$135,000 /yr (est.)","San Francisco, CA",5.0,False,51 to 200 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.9,4.4,5.0,5.0,4.9,2023-05-15 09:20:32.153679
114,Frontend Software Engineer,1,1,"Confluent
4.0",-1,United States,4.0,False,1001 to 5000 Employees,2014,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.7,4.1,3.8,3.6,3.8,2023-05-15 09:20:34.131219
115,Software Engineer,-1,1,"Jumpseller
4.2",$40.00 /hr (est.),Remote,4.2,True,1 to 50 Employees,2013,Company - Private,Computer Hardware Development,Information Technology,Less than $1 million (USD),3.8,3.9,4.5,4.0,4.5,2023-05-15 09:20:36.104298
116,"Software Engineer, Associate",-1,1,"Infor
4.0",-1,Remote,4.0,True,10000+ Employees,2002,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),3.7,3.7,4.0,3.7,4.1,2023-05-15 09:20:38.063450
117,Software Engineer,-1,-1,"Raisely
5.0",-1,Remote,5.0,True,1 to 50 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,4.0,5.0,5.0,5.0,5.0,2023-05-15 09:20:40.032838
118,Software Engineer,-1,1,"PHNTM
5.0","$125,000 /yr (est.)",Remote,5.0,True,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,4.0,5.0,5.0,5.0,5.0,2023-05-15 09:20:41.895632
119,"Software Engineer, Frontend",-1,1,"Evertz Microsystems Limited
3.2",-1,Remote,3.2,True,1001 to 5000 Employees,-1,Company - Public,Electronics Manufacturing,Manufacturing,$25 to $100 million (USD),3.2,2.6,2.9,3.0,3.3,2023-05-15 09:20:43.821958
120,Software Engineer – Frontend,2,1,"ClimateAI
5.0",-1,Remote,5.0,True,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,4.7,3.3,5.0,4.7,4.7,2023-05-15 09:20:54.550385
121,Associate Software Engineer,2,1,"Ancestry
3.7","$88,500 /yr (est.)",Remote,3.7,True,1001 to 5000 Employees,1983,Company - Private,Internet & Web Services,Information Technology,$1 to $5 billion (USD),3.2,3.5,3.8,3.2,4.1,2023-05-15 09:20:56.420301
122,Associate Software Engineer,2,1,"Pfizer
4.1","$83,681 /yr (est.)","Pearl River, NY",4.1,False,10000+ Employees,1849,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),3.8,4.0,4.0,3.6,3.9,2023-05-15 09:20:58.431639
123,Frontend Engineer (Remote),2,1,"Leaf Logistics
4.0","$80,000 /yr (est.)",Remote,4.0,True,1 to 50 Employees,2017,Company - Private,Taxi & Car Services,Transportation & Logistics,Unknown / Non-Applicable,3.9,4.2,3.9,3.8,4.5,2023-05-15 09:21:00.475073
124,Software Engineer I (NST),-1,1,"Nintendo
4.5","$96,997 /yr (est.)","Redmond, WA",4.5,False,5001 to 10000 Employees,-1,Company - Public,Video Game Publishing,Media & Communication,$10+ billion (USD),3.9,4.1,4.3,4.0,3.9,2023-05-15 09:21:02.508125
125,Software Engineer - Frontend,4,1,"Kikoff
4.3",-1,Remote,4.3,True,1 to 50 Employees,2019,Company - Private,Banking & Lending,Financial Services,Unknown / Non-Applicable,4.2,4.6,4.2,4.1,4.2,2023-05-15 09:21:04.481532
126,Software Engineer I,2,1,"Apollo Medical Holdings
3.9","$85,000 /yr (est.)",Remote,3.9,True,1 to 50 Employees,-1,Company - Private,Health Care Services & Hospitals,Healthcare,Less than $1 million (USD),3.5,2.9,3.9,2.9,3.5,2023-05-15 09:21:06.456372
127,Software Engineer - Remote,1,2,"iboss
2.9","$79,074 /yr (est.)","Green Bay, WI",2.9,False,51 to 200 Employees,-1,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,2.9,3.1,2.9,2.9,3.2,2023-05-15 09:21:08.435623
128,Software Engineer (L4) - TV User Interface,-1,1,"Netflix
4.3",-1,Remote,4.3,True,5001 to 10000 Employees,1997,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD),3.9,4.6,4.2,3.8,3.9,2023-05-15 09:21:10.459592
129,Junior Software Engineer,-1,1,Binary Logic IT LLC,"$77,500 /yr (est.)","Sterling, VA",-1,False,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,-1,-1,-1,2023-05-15 09:21:12.440911
130,Software Engineer,3,1,Vindhya Data Science,"$105,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-15 09:21:14.189553
131,Mobile Application Software Engineer I,0,1,"Bread Financial
4.4",-1,Remote,4.4,True,5001 to 10000 Employees,1996,Company - Public,Banking & Lending,Financial Services,$1 to $5 million (USD),4.1,4.6,4.5,4.3,4.1,2023-05-15 09:21:15.774796
132,Software Engineer,-1,-1,"Southwest Airlines
4.1","$112,950 /yr (est.)","Dallas, TX",4.1,False,10000+ Employees,1967,Company - Public,"Airlines, Airports & Air Transportation",Transportation & Logistics,$10+ billion (USD),4.1,4.2,4.0,3.5,3.6,2023-05-15 09:21:17.740210
133,Software Engineer,-1,2,"Mosaic Learning, Inc.
3.4","$82,000 /yr (est.)",Remote,3.4,True,51 to 200 Employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),3.0,3.5,3.4,3.0,3.8,2023-05-15 09:21:19.726495
134,Software Engineer,-1,1,"Jumpseller
4.2",$40.00 /hr (est.),Remote,4.2,True,1 to 50 Employees,2013,Company - Private,Computer Hardware Development,Information Technology,Less than $1 million (USD),3.8,3.9,4.5,4.0,4.5,2023-05-15 09:21:21.795097
135,Frontend Engineer,-1,-1,"Rubicon
3.6",-1,Remote,3.6,True,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,3.6,4.0,3.0,4.0,3.6,2023-05-15 09:21:23.805671
136,Entry level software engineer,-1,2,TEKBasic,"$84,317 /yr (est.)","Monmouth Junction, NJ",-1,False,1 to 50 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,-1,-1,-1,-1,2023-05-15 09:21:25.756314
137,Mid-Level Software Engineer,4,2,"RevaComm
3.9",-1,Remote,3.9,True,51 to 200 Employees,1990,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $100 million (USD),4.2,3.5,4.5,3.9,4.4,2023-05-15 09:21:27.544516
138,"Software Engineer, Associate",-1,1,"Infor
4.0",-1,Remote,4.0,True,10000+ Employees,2002,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),3.7,3.7,4.0,3.7,4.1,2023-05-15 09:21:29.548775
139,Frontend Engineer,-1,-1,"Drivetrain AI
3.6",-1,Remote,3.6,True,10000+ Employees,1949,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),3.5,3.5,3.4,3.1,3.1,2023-05-15 09:21:31.571488
140,Software Development Engineer I,-1,1,"Yardi Systems, Inc.
4.1",-1,Remote,4.1,True,5001 to 10000 Employees,1982,Company - Private,Software Development,Information Technology,$1 to $5 million (USD),3.7,3.9,4.2,3.8,4.2,2023-05-15 09:21:33.582191
141,Junior Software Engineer,-1,1,"Simply Business
4.2","$75,746 /yr (est.)","Atlanta, GA",4.2,False,51 to 200 Employees,2005,Company - Public,Insurance Carriers,Insurance,$25 to $100 million (USD),3.9,4.2,4.2,3.9,4.4,2023-05-15 09:21:35.647201
142,Software Engineer (Python),2,2,"Wellfound
3.5","$90,000 /yr (est.)",Remote,3.5,True,51 to 200 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,3.1,4.1,3.3,3.1,4.3,2023-05-15 09:21:37.757642
143,"Associate Software Engineer, Client",-1,2,"Warner Bros. Discovery
3.8","$85,484 /yr (est.)","Needham, MA",3.8,False,10000+ Employees,2003,Company - Public,Film Production,Media & Communication,$10+ billion (USD),3.3,3.6,3.7,3.3,3.7,2023-05-15 09:21:39.785650
144,"Software Engineer, Frontend",-1,1,"Evertz Microsystems Limited
3.2",-1,Remote,3.2,True,1001 to 5000 Employees,-1,Company - Public,Electronics Manufacturing,Manufacturing,$25 to $100 million (USD),3.2,2.6,2.9,3.0,3.3,2023-05-15 09:21:43.256376
145,Frontend Engineer (ReactJS),5,2,"Scalio
4.6",-1,Remote,4.6,True,1 to 50 Employees,2011,Company - Private,Software Development,Information Technology,$1 to $5 million (USD),4.5,4.6,4.7,4.6,4.6,2023-05-15 09:21:45.510222
146,Frontend Engineer,4,2,"OpenPhone Technologies
5.0",-1,Remote,5.0,True,51 to 200 Employees,2018,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),4.8,5.0,4.9,5.0,4.9,2023-05-15 09:21:47.656567
147,"Software Developer, Frontend",-1,1,"DISQO
4.5","$120,000 /yr (est.)",Remote,4.5,True,201 to 500 Employees,2015,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,4.3,4.2,4.1,4.2,2023-05-15 09:21:49.743822
148,Software Engineer (Web) - Remote,-1,1,"TWO MEN AND A TRUCK®
3.4",-1,Remote,3.4,True,5001 to 10000 Employees,1985,Company - Private,Shipping & Trucking,Transportation & Logistics,$500 million to $1 billion (USD),3.0,3.0,3.4,3.2,3.0,2023-05-15 09:21:51.978567
149,Software Engineer,2,1,"Motorola Solutions
4.0","$96,347 /yr (est.)","Chicago, IL",4.0,False,10000+ Employees,1928,Company - Public,Telecommunications Services,Telecommunications,$5 to $10 billion (USD),3.8,3.6,4.0,3.6,4.0,2023-05-15 09:21:54.040679
150,Entry Level Python Developer - 482020,-1,1,"I28 Technologies Corporation
4.3","$47,500 /yr (est.)",Remote,4.3,True,1 to 50 Employees,-1,Company - Private,Accounting & Tax,Financial Services,Less than $1 million (USD),4.0,3.9,4.1,4.0,3.8,2023-05-15 09:22:04.997784
151,Software Engineer – Frontend,2,1,"ClimateAI
5.0",-1,Remote,5.0,True,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,4.7,3.3,5.0,4.7,4.7,2023-05-15 09:22:06.995778
152,Software Engineer (L4) - TV User Interface,-1,1,"Netflix
4.3",-1,Remote,4.3,True,5001 to 10000 Employees,1997,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD),3.9,4.6,4.2,3.8,3.9,2023-05-15 09:22:08.974634
153,Software Engineer I (NST),-1,1,"Nintendo
4.5","$96,997 /yr (est.)","Redmond, WA",4.5,False,5001 to 10000 Employees,-1,Company - Public,Video Game Publishing,Media & Communication,$10+ billion (USD),3.9,4.1,4.3,4.0,3.9,2023-05-15 09:22:11.042845
154,Frontend Engineer (Remote),2,1,"Leaf Logistics
4.0","$80,000 /yr (est.)",Remote,4.0,True,1 to 50 Employees,2017,Company - Private,Taxi & Car Services,Transportation & Logistics,Unknown / Non-Applicable,3.9,4.2,3.9,3.8,4.5,2023-05-15 09:22:13.160702
155,Associate Software Engineer,2,1,"Pfizer
4.1","$83,681 /yr (est.)","Pearl River, NY",4.1,False,10000+ Employees,1849,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),3.8,4.0,4.0,3.6,3.9,2023-05-15 09:22:15.288573
156,Associate Software Engineer,2,1,"Ancestry
3.7","$88,500 /yr (est.)",Remote,3.7,True,1001 to 5000 Employees,1983,Company - Private,Internet & Web Services,Information Technology,$1 to $5 billion (USD),3.2,3.5,3.8,3.2,4.1,2023-05-15 09:22:17.429588
157,Software Engineer (Python),2,2,"Wellfound
3.5","$90,000 /yr (est.)",Remote,3.5,True,51 to 200 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,3.1,4.1,3.3,3.1,4.3,2023-05-15 09:22:19.557967
158,Software Engineer I,2,1,"Apollo Medical Holdings
3.9","$85,000 /yr (est.)",Remote,3.9,True,1 to 50 Employees,-1,Company - Private,Health Care Services & Hospitals,Healthcare,Less than $1 million (USD),3.5,2.9,3.9,2.9,3.5,2023-05-15 09:22:21.592363
159,Mobile Application Software Engineer I,0,1,"Bread Financial
4.4",-1,Remote,4.4,True,5001 to 10000 Employees,1996,Company - Public,Banking & Lending,Financial Services,$1 to $5 million (USD),4.1,4.6,4.5,4.3,4.1,2023-05-15 09:22:23.682522
160,Frontend Engineer (ReactJS),5,2,"Scalio
4.6",-1,Remote,4.6,True,1 to 50 Employees,2011,Company - Private,Software Development,Information Technology,$1 to $5 million (USD),4.5,4.6,4.7,4.6,4.6,2023-05-15 09:22:25.788537
161,Software Engineer,-1,1,"Jumpseller
4.2",$40.00 /hr (est.),Remote,4.2,True,1 to 50 Employees,2013,Company - Private,Computer Hardware Development,Information Technology,Less than $1 million (USD),3.8,3.9,4.5,4.0,4.5,2023-05-15 09:22:27.897767
162,Software Engineer - Frontend,4,1,"Kikoff
4.3",-1,Remote,4.3,True,1 to 50 Employees,2019,Company - Private,Banking & Lending,Financial Services,Unknown / Non-Applicable,4.2,4.6,4.2,4.1,4.2,2023-05-15 09:22:30.039288
163,Junior Software Engineer,-1,1,Binary Logic IT LLC,"$77,500 /yr (est.)","Sterling, VA",-1,False,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,-1,-1,-1,2023-05-15 09:22:32.200706
164,Software Development Engineer I,-1,1,"Yardi Systems, Inc.
4.1",-1,Remote,4.1,True,5001 to 10000 Employees,1982,Company - Private,Software Development,Information Technology,$1 to $5 million (USD),3.7,3.9,4.2,3.8,4.2,2023-05-15 09:22:34.033828
165,Software Developer,2,1,"Sonus Software Solutions
2.5","$81,000 /yr (est.)","Orem, UT",2.5,False,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,3.1,2.2,3.4,3.4,2.5,2023-05-15 09:22:36.168199
166,"Software Developer, Frontend",-1,1,"DISQO
4.5","$120,000 /yr (est.)",Remote,4.5,True,201 to 500 Employees,2015,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,4.3,4.2,4.1,4.2,2023-05-15 09:22:38.204673
167,Software Engineer,3,1,Vindhya Data Science,"$105,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-15 09:22:40.427733
168,Junior Software Developer,-1,1,"Peraton
3.6","$86,000 /yr (est.)","Melbourne, FL",3.6,False,10000+ Employees,2017,Company - Private,Information Technology Support Services,Information Technology,$5 to $10 billion (USD),3.5,3.6,3.5,3.4,3.8,2023-05-15 09:22:42.039839
169,DevOps Engineer (Entry Level) (Remote),4,1,"Client Network Services Llc
4.0","$72,325 /yr (est.)","McLean, VA",4.0,False,1001 to 5000 Employees,1994,Company - Private,Information Technology Support Services,Information Technology,$100 to $500 million (USD),3.8,3.6,4.0,3.6,3.9,2023-05-15 09:22:44.604572
170,Jr Frontend Developer,10,1,"Modernize Home Services
4.1","$70,000 /yr (est.)","Austin, TX",4.1,False,51 to 200 Employees,2005,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,4.0,4.3,4.1,4.2,2023-05-15 09:22:46.774878
171,Software Engineer - Remote,1,2,"iboss
2.9","$79,074 /yr (est.)","Green Bay, WI",2.9,False,51 to 200 Employees,-1,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,2.9,3.1,2.9,2.9,3.2,2023-05-15 09:22:48.951525
172,Junior Developer,1,1,"Silverback Strategies
4.5",-1,Remote,4.5,True,1 to 50 Employees,2007,Company - Private,Advertising & Public Relations,Media & Communication,$5 to $25 million (USD),4.2,4.3,4.6,4.3,4.1,2023-05-15 09:22:51.117780
173,Front End Software Engineer,-1,1,"HP
4.2","$93,309 /yr (est.)","Spring, TX",4.2,False,10000+ Employees,1939,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.8,3.7,4.3,3.8,4.2,2023-05-15 09:22:53.314246
174,Associate Software Engineer I,1,1,"BlueCross BlueShield of Tennessee
3.8","$71,934 /yr (est.)","Chattanooga, TN",3.8,False,5001 to 10000 Employees,1945,Nonprofit Organization,Insurance Carriers,Insurance,$5 to $10 billion (USD),3.5,3.8,3.9,3.4,3.6,2023-05-15 09:22:55.514119
175,Junior Application Developer - Remote,1,1,"IPG Corporate
3.8","$78,382 /yr (est.)","Atlanta, GA",3.8,False,5001 to 10000 Employees,1932,Company - Public,Consumer Product Manufacturing,Manufacturing,Unknown / Non-Applicable,3.7,3.7,3.8,3.7,3.5,2023-05-15 09:22:57.711172
176,"Software Engineer, Associate",-1,1,"Infor
4.0",-1,Remote,4.0,True,10000+ Employees,2002,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),3.7,3.7,4.0,3.7,4.1,2023-05-15 09:23:00.223616
177,Software Development Engineer,3,2,"Workday
4.2","$137,847 /yr (est.)","Pleasanton, CA",4.2,False,10000+ Employees,2005,Company - Public,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),3.9,4.2,4.3,3.8,4.3,2023-05-15 09:23:04.173410
178,Entry Level Software Developer,-1,1,"Property Matrix
4.3","$62,500 /yr (est.)","Culver City, CA",4.3,False,1 to 50 Employees,2008,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,4.2,4.0,4.2,4.2,4.4,2023-05-15 09:23:06.800019
179,Junior Frontend Developer,30,2,"ECi Software Solutions
4.0",-1,Remote,4.0,True,1001 to 5000 Employees,1999,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.9,3.8,4.0,3.9,4.0,2023-05-15 09:23:09.429322
180,Frontend Software Engineer (React),4,1,"PracticeGenius LLC
5.0",-1,Remote,5.0,True,51 to 200 Employees,-1,Company - Private,Computer Hardware Development,Information Technology,$5 to $25 million (USD),4.0,4.0,5.0,5.0,4.0,2023-05-15 09:23:24.034534
181,Software Engineer,-1,-1,FAM ENTERPRISES,"$137,500 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-15 09:23:26.094726
182,Frontend engineer,1,2,Arvist,"$50,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-15 09:23:27.791299
183,Software Engineer,5,1,"MW Industries, Inc.
3.4","$105,000 /yr (est.)",Remote,3.4,True,1001 to 5000 Employees,-1,Company - Private,Machinery Manufacturing,Manufacturing,$500 million to $1 billion (USD),3.6,3.6,3.1,3.2,3.2,2023-05-15 09:23:29.375226
184,Software Engineer,2,1,"Polco
4.8","$115,000 /yr (est.)",Remote,4.8,True,51 to 200 Employees,-1,Company - Private,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,4.4,4.4,4.7,4.7,5.0,2023-05-15 09:23:31.534904
185,Junior Software Developer,2,1,Springbrook Creek Statement Composition LLC,$31.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-15 09:23:33.711061
186,Frontend Engineer,1,1,"SportsRecruits
4.3","$125,000 /yr (est.)",Remote,4.3,True,1 to 50 Employees,2009,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.8,3.5,4.4,4.0,4.0,2023-05-15 09:23:35.333359
187,Jr Frontend Developer,20,1,"QuinStreet
4.1","$70,000 /yr (est.)","Austin, TX",4.1,False,501 to 1000 Employees,1999,Company - Public,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),4.0,3.8,4.0,3.7,4.1,2023-05-15 09:23:37.546500
188,Associate Software Engineer,2,1,"Pfizer
4.1","$83,681 /yr (est.)","Pearl River, NY",4.1,False,10000+ Employees,1849,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),3.8,4.0,4.0,3.6,3.9,2023-05-15 09:23:39.979736
189,Software Engineer,-1,1,Redvest App,"$105,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-15 09:23:42.260409
190,Frontend Engineer,3,1,"Trellis
4.4",-1,Remote,4.4,True,51 to 200 Employees,2012,Company - Private,Advertising & Public Relations,Media & Communication,$5 to $25 million (USD),4.3,4.2,4.3,4.3,4.2,2023-05-15 09:23:43.896287
191,Java Software Engineer,5,1,Intelon Optics,$50.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-15 09:23:46.000643
192,Software Engineer – Frontend,2,1,"ClimateAI
5.0",-1,Remote,5.0,True,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,4.7,3.3,5.0,4.7,4.7,2023-05-15 09:23:47.573519
193,Frontend Engineer (Remote),2,1,"Leaf Logistics
4.0","$80,000 /yr (est.)",Remote,4.0,True,1 to 50 Employees,2017,Company - Private,Taxi & Car Services,Transportation & Logistics,Unknown / Non-Applicable,3.9,4.2,3.9,3.8,4.5,2023-05-15 09:23:49.613215
194,Software Engineer,2,1,Aiden Technology,"$100,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-15 09:23:51.760494
195,Software Engineer - Frontend,4,1,"Kikoff
4.3",-1,Remote,4.3,True,1 to 50 Employees,2019,Company - Private,Banking & Lending,Financial Services,Unknown / Non-Applicable,4.2,4.6,4.2,4.1,4.2,2023-05-15 09:23:53.390015
196,Associate Software Engineer - Entry Level,3,1,"Network Innovations U.S. Government
3.4","$90,000 /yr (est.)","Frederick, MD",3.4,False,1 to 50 Employees,-1,Company - Public,-1,-1,$5 to $25 million (USD),2.6,2.7,3.3,2.8,3.0,2023-05-15 09:23:55.570977
197,Front End Web Developer,-1,1,"Beavercreek Marketing
3.5","$45,000 /yr (est.)",Remote,3.5,True,1 to 50 Employees,-1,Company - Public,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,2.0,3.0,2.0,3.0,4.0,2023-05-15 09:23:57.678122
198,Junior Software Engineer,-1,1,"Simply Business
4.2","$75,746 /yr (est.)","Atlanta, GA",4.2,False,51 to 200 Employees,2005,Company - Public,Insurance Carriers,Insurance,$25 to $100 million (USD),3.9,4.2,4.2,3.9,4.4,2023-05-15 09:23:59.808997
199,Software Engineer 1,-1,1,"Service Core
4.5","$80,000 /yr (est.)","Denver, CO",4.5,False,Unknown,-1,Company - Private,Staffing & Subcontracting,Human Resources & Staffing,Unknown / Non-Applicable,4.3,3.9,4.4,4.6,4.3,2023-05-15 09:24:01.991364
