,Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape,Time Unit
48,"$60,500 /yr (est.)",60500.0,"Coordinator, Global Events Operations",4,1,1,Major League Baseball,"New York, NY",3.9,0,154,201 to 500 Employees,1869,Self-employed,Sports & Recreation,"Arts, Entertainment & Recreation",Unknown / Non-Applicable,3.3,3.6,3.7,3.3,3.5,2023-05-22 03:56:52.466986,yr
49,"$40,470 /yr (est.)",40470.0,Quality Assurance / Game Tester (English),0,2,-1,NIS AMERICA,"Santa Ana, CA",3.4,0,-1,-1,-1,-1,-1,-1,-1,2.9,3.0,3.1,2.6,2.5,2023-05-22 03:56:55.885785,yr
50,"$75,490 /yr (est.)",75490.0,Game Producer,0,2,1,HIDDEN VARIABLE STUDIOS,"Los Angeles, CA",5.0,0,13,1 to 50 Employees,2010,Company - Private,Computer Hardware Development,Information Technology,$1 to $5 million (USD),5.0,3.0,5.0,5.0,5.0,2023-05-22 03:56:59.069781,yr
53,"$172,250 /yr (est.)",172250.0,"Lead HR Business Partner, Tech",8,1,1,"Upstart Network, Inc.",Remote,3.6,1,11,1001 to 5000 Employees,2012,Company - Public,Banking & Lending,Financial Services,Unknown / Non-Applicable,3.4,3.7,3.8,3.3,3.8,2023-05-22 03:57:11.178929,yr
54,"$52,665 /yr (est.)",52665.0,Game Producer,0,1,-1,"Lionheart Games, LLC","Atlanta, GA",3.2,0,4,1 to 50 Employees,2019,Company - Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.5,3.6,3.2,2.7,2.9,2023-05-22 03:57:14.696060,yr
55,"$155,678 /yr (est.)",155678.0,Senior People & Culture Business Partner,-1,-1,-1,"Big Fish Games, Inc.","Seattle, WA",3.8,0,21,201 to 500 Employees,2002,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$25 to $100 million (USD),3.7,3.7,4.1,3.6,4.5,2023-05-22 03:57:18.075087,yr
59,"$77,545 /yr (est.)",77545.0,"Associate Producer, External Games",2,2,0,Netflix,"Los Gatos, CA",4.3,0,26,5001 to 10000 Employees,1997,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD),3.9,4.6,4.2,3.8,3.9,2023-05-22 03:57:46.019583,yr
60,"$97,500 /yr (est.)",97500.0,Customer Success Team Lead,0,1,0,FORM.com,Remote,4.2,1,-1,-1,-1,-1,-1,-1,-1,3.9,3.5,4.1,3.8,4.2,2023-05-22 03:57:49.059493,yr
61,"$172,250 /yr (est.)",172250.0,"Lead HR Business Partner, Tech",8,1,1,"Upstart Network, Inc.",Remote,3.6,1,11,1001 to 5000 Employees,2012,Company - Public,Banking & Lending,Financial Services,Unknown / Non-Applicable,3.4,3.7,3.8,3.3,3.8,2023-05-22 03:57:53.202438,yr
62,"$155,678 /yr (est.)",155678.0,Senior People & Culture Business Partner,-1,-1,-1,"Big Fish Games, Inc.","Seattle, WA",3.8,0,21,201 to 500 Employees,2002,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$25 to $100 million (USD),3.7,3.7,4.1,3.6,4.5,2023-05-22 03:57:55.860714,yr
63,"$155,678 /yr (est.)",155678.0,Senior People & Culture Business Partner,-1,-1,-1,Aristocrat,"Seattle, WA",4.0,0,70,5001 to 10000 Employees,1953,Company - Public,Gambling,"Arts, Entertainment & Recreation",$1 to $5 billion (USD),3.8,4.0,4.1,3.8,4.1,2023-05-22 03:57:59.435870,yr
64,"$83,468 /yr (est.)",83468.0,Game Designer,-1,-1,-1,Las Vegas Sands Corp.,"Las Vegas, NV",4.0,0,19,10000+ Employees,2004,Company - Public,Hotels & Resorts,Hotels & Travel Accommodation,$10+ billion (USD),3.3,4.2,3.7,3.7,3.4,2023-05-22 03:58:03.618943,yr
65,"$43,448 /yr (est.)",43448.0,QA Test Lead,2,2,1,White Hat Gaming,Remote,3.9,1,11,501 to 1000 Employees,2012,Company - Private,Gambling,"Arts, Entertainment & Recreation",Unknown / Non-Applicable,3.7,4.0,3.8,3.7,4.6,2023-05-22 03:58:06.867605,yr
70,"$123,500 /yr (est.)",123500.0,Game Producer,5,1,1,IGT,"Reno, NV",3.8,0,42,10000+ Employees,1981,Company - Public,Gambling,"Arts, Entertainment & Recreation",$1 to $5 billion (USD),3.5,3.4,3.7,3.4,3.7,2023-05-22 03:58:30.514690,yr
73,"$190,450 /yr (est.)",190450.0,Senior Gameplay Programmer,0,2,-1,Epic Games,"Bellevue, WA",4.2,0,32,1001 to 5000 Employees,1991,Company - Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.9,4.6,4.1,3.5,3.8,2023-05-22 03:58:43.075208,yr
76,"$100,000 /yr (est.)",100000.0,"Sr. Employee Relations Partner, Investigations (Remote)",7,1,1,CrowdStrike,Remote,4.2,1,12,1001 to 5000 Employees,2011,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),4.0,4.2,4.0,3.8,4.0,2023-05-22 03:58:55.520877,yr
78,"$60,000 /yr (est.)",60000.0,Game Designer,0,2,-1,Wonder Works Studio,"Arlington, TX",2.7,0,2,51 to 200 Employees,2021,Company - Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.0,3.2,3.0,2.5,3.0,2023-05-22 03:59:04.152551,yr
79,"$88,500 /yr (est.)",88500.0,Technical Game Designer,0,2,-1,thatgamecompany,United States,5.0,0,-1,-1,-1,-1,-1,-1,-1,4.7,5.0,5.0,5.0,5.0,2023-05-22 03:59:06.886478,yr
80,"$148,312 /yr (est.)",148312.0,"Game Director, Games Studio",10,2,1,Netflix,"Los Angeles, CA",4.3,0,26,5001 to 10000 Employees,1997,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD),3.9,4.6,4.2,3.8,3.9,2023-05-22 03:59:11.121502,yr
82,"$187,265 /yr (est.)",187265.0,Senior Producer,0,2,1,"Big Fish Games, Inc.","Las Vegas, NV",3.8,0,21,201 to 500 Employees,2002,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$25 to $100 million (USD),3.7,3.7,4.1,3.6,4.5,2023-05-22 03:59:18.914877,yr
83,"$60,500 /yr (est.)",60500.0,"Coordinator, Global Events Operations",4,1,1,Major League Baseball,"New York, NY",3.9,0,154,201 to 500 Employees,1869,Self-employed,Sports & Recreation,"Arts, Entertainment & Recreation",Unknown / Non-Applicable,3.3,3.6,3.7,3.3,3.5,2023-05-22 03:59:22.400803,yr
84,"$110,853 /yr (est.)",110853.0,"Senior Operations Manager, Games Studio",8,1,1,Netflix,"Los Angeles, CA",4.3,0,26,5001 to 10000 Employees,1997,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD),3.9,4.6,4.2,3.8,3.9,2023-05-22 03:59:25.873333,yr
85,"$52,665 /yr (est.)",52665.0,Game Producer,0,1,-1,"Lionheart Games, LLC","Atlanta, GA",3.2,0,4,1 to 50 Employees,2019,Company - Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.5,3.6,3.2,2.7,2.9,2023-05-22 03:59:29.451532,yr
87,"$100,000 /yr (est.)",100000.0,"Sr. Employee Relations Partner, Investigations (Remote)",7,1,1,CrowdStrike,Remote,4.2,1,12,1001 to 5000 Employees,2011,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),4.0,4.2,4.0,3.8,4.0,2023-05-22 03:59:46.010720,yr
91,"$172,250 /yr (est.)",172250.0,"Lead HR Business Partner, Tech",8,1,1,"Upstart Network, Inc.",Remote,3.6,1,11,1001 to 5000 Employees,2012,Company - Public,Banking & Lending,Financial Services,Unknown / Non-Applicable,3.4,3.7,3.8,3.3,3.8,2023-05-22 04:00:01.874919,yr
93,"$155,678 /yr (est.)",155678.0,Senior People & Culture Business Partner,-1,-1,-1,"Big Fish Games, Inc.","Seattle, WA",3.8,0,21,201 to 500 Employees,2002,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$25 to $100 million (USD),3.7,3.7,4.1,3.6,4.5,2023-05-22 04:00:12.171973,yr
95,"$110,853 /yr (est.)",110853.0,"Senior Operations Manager, Games Studio",8,1,1,Netflix,"Los Angeles, CA",4.3,0,26,5001 to 10000 Employees,1997,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD),3.9,4.6,4.2,3.8,3.9,2023-05-22 04:00:20.456333,yr
96,"$155,678 /yr (est.)",155678.0,Senior People & Culture Business Partner,-1,-1,-1,Aristocrat,"Seattle, WA",4.0,0,70,5001 to 10000 Employees,1953,Company - Public,Gambling,"Arts, Entertainment & Recreation",$1 to $5 billion (USD),3.8,4.0,4.1,3.8,4.1,2023-05-22 04:00:23.150850,yr
97,"$124,392 /yr (est.)",124392.0,Sr. People Business Partner,5,1,1,Flexport,"Bellevue, WA",3.6,0,10,1001 to 5000 Employees,2013,Company - Private,Shipping & Trucking,Transportation & Logistics,$1 to $5 billion (USD),3.4,3.4,3.6,3.0,3.4,2023-05-22 04:00:26.732363,yr
98,"$190,450 /yr (est.)",190450.0,Senior Gameplay Programmer,0,2,-1,Epic Games,"Bellevue, WA",4.2,0,32,1001 to 5000 Employees,1991,Company - Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.9,4.6,4.1,3.5,3.8,2023-05-22 04:00:30.632538,yr
100,"$79,205 /yr (est.)",79205.0,Gameplay Programmer,2,1,-1,Bethesda Game Studios,"Austin, TX",3.4,0,-1,-1,-1,-1,-1,-1,-1,2.4,3.3,3.6,2.3,3.9,2023-05-22 04:00:38.545932,yr
103,"$148,312 /yr (est.)",148312.0,"Game Director, Games Studio",10,2,1,Netflix,"Los Angeles, CA",4.3,0,26,5001 to 10000 Employees,1997,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD),3.9,4.6,4.2,3.8,3.9,2023-05-22 04:00:54.927858,yr
104,"$110,513 /yr (est.)",110513.0,"Systems Designer, Games Studio",3,1,-1,Netflix,"Los Angeles, CA",4.3,0,26,5001 to 10000 Employees,1997,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD),3.9,4.6,4.2,3.8,3.9,2023-05-22 04:00:58.431065,yr
106,$42.48 /hr (est.),88358.4,Live Ops Associate Producer,0,1,0,Activision,"Santa Monica, CA",3.2,0,44,1001 to 5000 Employees,1979,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$500 million to $1 billion (USD),3.1,3.1,3.2,3.0,3.0,2023-05-22 04:01:05.793180,hr
107,"$88,500 /yr (est.)",88500.0,Technical Game Designer,0,2,-1,thatgamecompany,United States,5.0,0,-1,-1,-1,-1,-1,-1,-1,4.7,5.0,5.0,5.0,5.0,2023-05-22 04:01:09.747660,yr
108,"$102,000 /yr (est.)",102000.0,(US) Sr. Talent Partner,5,2,1,PointClickCare,Remote,4.4,1,23,1001 to 5000 Employees,2000,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,4.0,4.3,4.5,4.0,4.3,2023-05-22 04:01:13.259756,yr
109,"$160,000 /yr (est.)",160000.0,Director of People & Culture,8,1,1,AptDeco,"Brooklyn, NY",3.9,0,9,51 to 200 Employees,2014,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,3.4,4.0,4.0,3.4,2023-05-22 04:01:16.912087,yr
110,"$60,485 /yr (est.)",60485.0,Game Producer,6,2,-1,Design Works Studios LLC,"Scottsdale, AZ",4.7,0,18,1 to 50 Employees,2005,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,5.0,5.0,5.0,5.0,5.0,2023-05-22 04:01:21.053879,yr
111,"$105,066 /yr (est.)",105066.0,"Sr Manager, HR Business Partner",7,1,1,Disney,"Lake Buena Vista, FL",3.9,0,100,10000+ Employees,1923,Company - Public,Film Production,Media & Communication,$10+ billion (USD),3.6,3.7,3.9,3.3,3.4,2023-05-22 04:01:24.399150,yr
112,"$70,000 /yr (est.)",70000.0,Senior Game Designer,5,2,1,Blockchain Talents,Remote,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-22 04:01:28.056889,yr
113,"$43,448 /yr (est.)",43448.0,QA Test Lead,2,2,1,White Hat Gaming,Remote,3.9,1,11,501 to 1000 Employees,2012,Company - Private,Gambling,"Arts, Entertainment & Recreation",Unknown / Non-Applicable,3.7,4.0,3.8,3.7,4.6,2023-05-22 04:01:34.018567,yr
116,"$100,000 /yr (est.)",100000.0,"Sr. Employee Relations Partner, Investigations (Remote)",7,1,1,CrowdStrike,Remote,4.2,1,12,1001 to 5000 Employees,2011,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),4.0,4.2,4.0,3.8,4.0,2023-05-22 04:01:56.735671,yr
120,"$172,250 /yr (est.)",172250.0,"Lead HR Business Partner, Tech",8,1,1,"Upstart Network, Inc.",Remote,3.6,1,11,1001 to 5000 Employees,2012,Company - Public,Banking & Lending,Financial Services,Unknown / Non-Applicable,3.4,3.7,3.8,3.3,3.8,2023-05-22 04:02:14.950759,yr
122,"$155,678 /yr (est.)",155678.0,Senior People & Culture Business Partner,-1,-1,-1,"Big Fish Games, Inc.","Seattle, WA",3.8,0,21,201 to 500 Employees,2002,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$25 to $100 million (USD),3.7,3.7,4.1,3.6,4.5,2023-05-22 04:02:25.135161,yr
123,"$110,853 /yr (est.)",110853.0,"Senior Operations Manager, Games Studio",8,1,1,Netflix,"Los Angeles, CA",4.3,0,26,5001 to 10000 Employees,1997,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD),3.9,4.6,4.2,3.8,3.9,2023-05-22 04:02:28.736311,yr
125,"$155,678 /yr (est.)",155678.0,Senior People & Culture Business Partner,-1,-1,-1,Aristocrat,"Seattle, WA",4.0,0,70,5001 to 10000 Employees,1953,Company - Public,Gambling,"Arts, Entertainment & Recreation",$1 to $5 billion (USD),3.8,4.0,4.1,3.8,4.1,2023-05-22 04:02:37.471492,yr
127,"$190,450 /yr (est.)",190450.0,Senior Gameplay Programmer,0,2,-1,Epic Games,"Bellevue, WA",4.2,0,32,1001 to 5000 Employees,1991,Company - Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.9,4.6,4.1,3.5,3.8,2023-05-22 04:02:45.217732,yr
128,"$124,392 /yr (est.)",124392.0,Sr. People Business Partner,5,1,1,Flexport,"Bellevue, WA",3.6,0,10,1001 to 5000 Employees,2013,Company - Private,Shipping & Trucking,Transportation & Logistics,$1 to $5 billion (USD),3.4,3.4,3.6,3.0,3.4,2023-05-22 04:02:48.620487,yr
129,"$110,513 /yr (est.)",110513.0,"Systems Designer, Games Studio",3,1,-1,Netflix,"Los Angeles, CA",4.3,0,26,5001 to 10000 Employees,1997,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD),3.9,4.6,4.2,3.8,3.9,2023-05-22 04:02:52.620830,yr
132,"$88,500 /yr (est.)",88500.0,Technical Game Designer,0,2,-1,thatgamecompany,United States,5.0,0,-1,-1,-1,-1,-1,-1,-1,4.7,5.0,5.0,5.0,5.0,2023-05-22 04:03:05.762809,yr
133,"$102,000 /yr (est.)",102000.0,(US) Sr. Talent Partner,5,2,1,PointClickCare,Remote,4.4,1,23,1001 to 5000 Employees,2000,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,4.0,4.3,4.5,4.0,4.3,2023-05-22 04:03:10.273281,yr
134,"$105,066 /yr (est.)",105066.0,"Sr Manager, HR Business Partner",7,1,1,Disney,"Lake Buena Vista, FL",3.9,0,100,10000+ Employees,1923,Company - Public,Film Production,Media & Communication,$10+ billion (USD),3.6,3.7,3.9,3.3,3.4,2023-05-22 04:03:14.134812,yr
135,$42.48 /hr (est.),88358.4,Live Ops Associate Producer,0,1,0,Activision,"Santa Monica, CA",3.2,0,44,1001 to 5000 Employees,1979,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$500 million to $1 billion (USD),3.1,3.1,3.2,3.0,3.0,2023-05-22 04:03:17.990480,hr
136,"$70,000 /yr (est.)",70000.0,Senior Game Designer,5,2,1,Blockchain Talents,Remote,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-22 04:03:21.812450,yr
138,"$160,000 /yr (est.)",160000.0,Director of People & Culture,8,1,1,AptDeco,"Brooklyn, NY",3.9,0,9,51 to 200 Employees,2014,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,3.4,4.0,4.0,3.4,2023-05-22 04:03:34.958650,yr
139,"$43,448 /yr (est.)",43448.0,QA Test Lead,2,2,1,White Hat Gaming,Remote,3.9,1,11,501 to 1000 Employees,2012,Company - Private,Gambling,"Arts, Entertainment & Recreation",Unknown / Non-Applicable,3.7,4.0,3.8,3.7,4.6,2023-05-22 04:03:38.993822,yr
140,"$101,390 /yr (est.)",101390.0,"Business Development Associate, Games - External Games",2,2,0,Netflix,"Los Angeles, CA",4.3,0,26,5001 to 10000 Employees,1997,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD),3.9,4.6,4.2,3.8,3.9,2023-05-22 04:03:42.360928,yr
141,"$111,431 /yr (est.)",111431.0,SENIOR GAME DESIGNER,0,2,1,The Rogue Initiative,"Los Angeles, CA",1.0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-22 04:03:46.285147,yr
143,"$60,485 /yr (est.)",60485.0,Game Producer,6,2,-1,Design Works Studios LLC,"Scottsdale, AZ",4.7,0,18,1 to 50 Employees,2005,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,5.0,5.0,5.0,5.0,5.0,2023-05-22 04:03:55.080729,yr
147,"$186,678 /yr (est.)",186678.0,"Director of QA, Game Studio",0,2,1,Netflix,"Los Gatos, CA",4.3,0,26,5001 to 10000 Employees,1997,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD),3.9,4.6,4.2,3.8,3.9,2023-05-22 04:04:22.435822,yr
149,"$85,000 /yr (est.)",85000.0,Media Partnerships Coordinator,-1,-1,-1,the NBA,"New York, NY",4.1,0,77,1001 to 5000 Employees,1946,Company - Private,Sports & Recreation,"Arts, Entertainment & Recreation",$5 to $10 billion (USD),3.6,3.5,4.0,3.5,3.5,2023-05-22 04:04:29.860370,yr
151,$28.00 /hr (est.),58240.0,CONTRACT - Technical Tester (Manual/Web QA),0,1,-1,Nintendo,"Redmond, WA",4.5,0,-1,-1,-1,-1,-1,-1,-1,3.9,4.1,4.3,4.0,3.9,2023-05-22 04:04:36.646486,hr
152,"$65,520 /yr (est.)",65520.0,Graduate Game Designer,0,1,1,Aristocrat,"Las Vegas, NV",4.0,0,70,5001 to 10000 Employees,1953,Company - Public,Gambling,"Arts, Entertainment & Recreation",$1 to $5 billion (USD),3.8,4.0,4.1,3.8,4.1,2023-05-22 04:04:40.901355,yr
153,"$65,520 /yr (est.)",65520.0,Graduate Game Designer,0,1,1,"Big Fish Games, Inc.","Las Vegas, NV",3.8,0,21,201 to 500 Employees,2002,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$25 to $100 million (USD),3.7,3.7,4.1,3.6,4.5,2023-05-22 04:04:44.457892,yr
