,Job Title,Annual Salary,Experience,Education,Position,Location,Is Remote,Company Size,Company Size Scale,Founded,Company Old,Industry,Sector,Revenue,Revenue Scale,Type of Ownership,Rating,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Company Name,Time of Scrape
33,UI Developer,138320.0,-1,-1,SENIOR,"Jersey City, NJ",0,501 to 1000 Employees,4,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,avansait,2023-05-07 21:23:54.392463
34,Senior Contract Java Developer,130000.0,-1,-1,-1,"Plano, TX",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Match Made Tech,2023-05-07 21:23:56.054475
35,Java Developer,124800.0,-1,BACHELOR,JUNIOR,"Tallahassee, FL",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Think Another LLC,2023-05-07 21:23:57.676329
36,Front End Developer,141128.0,-1,-1,-1,"San Bruno, CA",0,51 to 200 Employees,2,2006,17,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,3.7,3.5,3.5,3.1,3.3,3.6,TELLUS SOLUTIONS,2023-05-07 21:23:59.369153
37,Factory Java Developer,114400.0,-1,-1,-1,"McLean, VA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Techsara solutions Inc,2023-05-07 21:24:01.185451
38,Jr. Web Developer,55120.0,-1,BACHELOR,-1,"Atlanta, GA",0,51 to 200 Employees,2,2005,18,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.7,3.6,3.9,3.5,3.5,3.6,Devcare Solutions,2023-05-07 21:24:04.038395
39,AngularJS Developer,124800.0,-1,-1,-1,"Atlanta, GA",0,1001 to 5000 Employees,5,-1,-1,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,-1,Company - Private,4.5,4.5,4.2,4.4,4.3,4.2,DiamondPick,2023-05-07 21:24:06.151099
40,Senior Frontend Developer,145000.0,-1,-1,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,InVisory,2023-05-07 21:24:08.125098
41,Web Developer,94287.0,-1,BACHELOR,-1,"Reston, VA",0,1001 to 5000 Employees,5,2006,17,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,4.2,4.0,3.9,4.0,3.9,4.2,Octo,2023-05-07 21:24:09.623161
42,Web Developer,85000.0,-1,-1,SENIOR,"Montgomery, AL",0,1 to 50 Employees,1,-1,-1,HR Consulting,Human Resources & Staffing,$1 to $5 million (USD),2,Company - Private,4.8,4.7,4.4,5.0,5.0,4.4,Excelsior Staffing,2023-05-07 21:24:11.461447
43,Remote Front End Web Developer,112500.0,-1,BACHELOR,SENIOR,"San Jose, CA",0,201 to 500 Employees,3,1996,27,Internet & Web Services,Information Technology,$25 to $100 million (USD),4,Company - Private,2.9,2.7,3.2,2.6,2.5,3.4,FriendFinder Networks,2023-05-07 21:24:14.456969
44,Angular UI Developer,135200.0,-1,-1,-1,"Charlotte, NC",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Spanco Solutions,2023-05-07 21:24:17.895261
45,Back End Developer,140400.0,3,-1,-1,"Sunnyvale, CA",0,51 to 200 Employees,2,2015,8,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Public,4.9,4.9,4.7,4.9,4.9,4.9,Sunixa Solutions,2023-05-07 21:24:19.633497
46,Web Designer/Developer,41600.0,-1,-1,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,EMDL,2023-05-07 21:24:21.486912
47,Senior Frontend Developer,108496.0,-1,-1,-1,"Plano, TX",0,51 to 200 Employees,2,2013,10,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.2,4.1,4.1,4.1,4.0,4.2,Fieldwire,2023-05-07 21:24:23.670845
48,Junior Frontend Web Developer,52000.0,-1,-1,JUNIOR,"Coquille, OR",0,501 to 1000 Employees,4,-1,-1,Banking & Lending,Financial Services,$25 to $100 million (USD),4,Company - Private,3.7,3.3,3.6,2.2,2.5,2.3,First Community Credit Union of Oregon,2023-05-07 21:24:25.565821
49,Web Developer,94500.0,-1,-1,-1,Remote,1,10000+ Employees,7,1945,78,Information Technology Support Services,Information Technology,$5 to $10 billion (USD),8,Company - Public,3.8,3.7,3.3,3.8,3.4,3.6,Wipro,2023-05-07 21:24:28.686348
50,Entry Level Java Developer,85800.0,-1,BACHELOR,-1,"New York, NY",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Mobileappsus,2023-05-07 21:24:31.423692
51,Web Developer,65000.0,-1,-1,-1,"Washington, DC",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,5.0,5.0,4.0,5.0,5.0,5.0,Learning Economy,2023-05-07 21:24:33.202835
52,Web Developer,67509.0,-1,-1,-1,"Cedar Park, TX",0,Unknown,-1,-1,-1,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,Company - Private,4.6,4.2,3.7,4.8,4.2,3.8,Fullsteam,2023-05-07 21:24:37.467208
53,Web Developer,99555.0,-1,-1,-1,"Saint Paul, MN",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Office of the Revisor of Statutes,2023-05-07 21:24:40.742108
54,Junior Frontend Web Developer,52000.0,-1,-1,JUNIOR,"Coquille, OR",0,501 to 1000 Employees,4,-1,-1,Banking & Lending,Financial Services,$25 to $100 million (USD),4,Company - Private,3.7,3.3,3.6,2.2,2.5,2.3,First Community Credit Union of Oregon,2023-05-07 21:24:42.284069
55,UI Developer,138320.0,-1,-1,SENIOR,"Jersey City, NJ",0,501 to 1000 Employees,4,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,avansait,2023-05-07 21:24:44.228787
56,Web Developer,70925.0,2,-1,-1,"Park City, UT",0,501 to 1000 Employees,4,1996,27,"Department, Clothing & Shoe Stores",Retail & Wholesale,$500 million to $1 billion (USD),7,Company - Private,2.7,2.5,2.7,2.9,2.2,2.9,Backcountry,2023-05-07 21:24:47.810567
57,Web Developer,55628.0,-1,BACHELOR,-1,"Eatontown, NJ",0,51 to 200 Employees,2,1967,56,General Repair & Maintenance,"Construction, Repair & Maintenance Services",$25 to $100 million (USD),4,Company - Private,4.2,4.1,3.6,4.4,4.3,3.8,Warshauer Electric Supply,2023-05-07 21:24:49.691804
58,Web Developer with OIPA,104000.0,7,-1,SENIOR,Remote,1,201 to 500 Employees,3,-1,-1,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Private,4.1,3.9,3.7,4.1,4.1,4.1,Vedainfo,2023-05-07 21:24:51.570550
59,Web Developer,90000.0,3,-1,-1,"Los Angeles, CA",0,1 to 50 Employees,1,-1,-1,-1,-1,$1 to $5 million (USD),2,Company - Private,4.2,4.0,4.4,3.8,4.0,4.1,"Otoy, Inc",2023-05-07 21:24:53.452490
60,UI- Front End Developer/Angular Developer,124800.0,-1,-1,-1,"Charlotte, NC",0,201 to 500 Employees,3,1998,25,Software Development,Information Technology,$1 to $5 million (USD),2,Company - Private,5.0,4.5,4.0,5.0,5.0,5.0,Prutech,2023-05-07 21:24:56.611007
61,UI Developer,130000.0,-1,-1,-1,Remote,1,51 to 200 Employees,2,2015,8,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Public,4.9,4.9,4.7,4.9,4.9,4.9,Sunixa Solutions,2023-05-07 21:24:58.697041
62,UI Front End Developer,94489.0,-1,-1,SENIOR,"Houston, TX",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Unknown,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Cyber Tech Group,2023-05-07 21:25:04.071759
63,Web Developer,95000.0,-1,BACHELOR,SENIOR,Remote,1,1 to 50 Employees,1,-1,-1,Information Technology Support Services,Information Technology,Less than $1 million (USD),1,Company - Private,5.0,5.0,5.0,5.0,5.0,5.0,"VeilSun, Inc.",2023-05-07 21:25:06.113032
64,Web Developer,145000.0,-1,-1,-1,"York, PA",0,51 to 200 Employees,2,2018,5,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),2,Company - Private,4.9,4.5,4.6,4.9,4.7,4.6,Census,2023-05-07 21:25:08.030613
65,Web Application Developer,95000.0,-1,BACHELOR,SENIOR,Remote,1,1 to 50 Employees,1,-1,-1,HR Consulting,Human Resources & Staffing,Less than $1 million (USD),1,Company - Private,3.0,4.0,4.0,5.0,3.0,4.0,i2i Workforce,2023-05-07 21:25:13.842667
66,Web Developer,75479.0,-1,BACHELOR,SENIOR,"Newark, DE",0,1001 to 5000 Employees,5,1832,191,Banking & Lending,Financial Services,$500 million to $1 billion (USD),7,Company - Public,3.4,3.4,3.2,3.7,3.4,3.6,WSFS Bank,2023-05-07 21:25:15.784909
67,Web Developer,86625.0,-1,-1,-1,"Reston, VA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,5.0,5.0,5.0,5.0,5.0,5.0,ISE Data Systems,2023-05-07 21:25:17.778155
68,ETL/Informatica/Python Developer,150800.0,8,BACHELOR,-1,"Austin, TX",0,1 to 50 Employees,1,-1,-1,Business Consulting,Management & Consulting,$1 to $5 million (USD),2,Company - Private,4.3,4.2,3.9,4.1,4.2,4.0,Esolvit Inc,2023-05-07 21:25:19.609760
69,Web Developer (JAVA),104000.0,-1,BACHELOR,-1,"Aiken, SC",0,Unknown,-1,-1,-1,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.8,4.7,4.5,4.7,4.9,4.7,Tech Army,2023-05-07 21:25:23.452390
70,Front End UI Developer,175000.0,-1,-1,-1,"Herndon, VA",0,1 to 50 Employees,1,2015,8,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Contract,4.8,4.3,5.0,5.0,4.8,4.8,Embedded Alliance,2023-05-07 21:25:29.655650
71,Web/Senior Frontend Developer,145600.0,-1,-1,SENIOR,Remote,1,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,"IT Engagements,Inc.",2023-05-07 21:25:31.681887
72,Web Developer,67509.0,-1,-1,-1,"Cedar Park, TX",0,Unknown,-1,-1,-1,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,Company - Private,4.6,4.2,3.7,4.8,4.2,3.8,Fullsteam,2023-05-07 21:25:36.051350
73,Web Developer,99555.0,-1,-1,-1,"Saint Paul, MN",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Office of the Revisor of Statutes,2023-05-07 21:25:42.922961
74,Web Developer,70925.0,2,-1,-1,"Park City, UT",0,501 to 1000 Employees,4,1996,27,"Department, Clothing & Shoe Stores",Retail & Wholesale,$500 million to $1 billion (USD),7,Company - Private,2.7,2.5,2.7,2.9,2.2,2.9,Backcountry,2023-05-07 21:25:44.469555
75,Web Developer,90000.0,3,-1,-1,"Los Angeles, CA",0,1 to 50 Employees,1,-1,-1,-1,-1,$1 to $5 million (USD),2,Company - Private,4.2,4.0,4.4,3.8,4.0,4.1,"Otoy, Inc",2023-05-07 21:25:48.393916
76,Web Developer with OIPA,104000.0,7,-1,SENIOR,Remote,1,201 to 500 Employees,3,-1,-1,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Private,4.1,3.9,3.7,4.1,4.1,4.1,Vedainfo,2023-05-07 21:25:54.510968
77,Web Developer,75479.0,-1,BACHELOR,SENIOR,"Newark, DE",0,1001 to 5000 Employees,5,1832,191,Banking & Lending,Financial Services,$500 million to $1 billion (USD),7,Company - Public,3.4,3.4,3.2,3.7,3.4,3.6,WSFS Bank,2023-05-07 21:25:56.499535
78,Web Developer,145000.0,-1,-1,-1,"York, PA",0,51 to 200 Employees,2,2018,5,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),2,Company - Private,4.9,4.5,4.6,4.9,4.7,4.6,Census,2023-05-07 21:25:58.848342
79,Web Application Developer,95000.0,-1,BACHELOR,SENIOR,Remote,1,1 to 50 Employees,1,-1,-1,HR Consulting,Human Resources & Staffing,Less than $1 million (USD),1,Company - Private,3.0,4.0,4.0,5.0,3.0,4.0,i2i Workforce,2023-05-07 21:26:01.024455
80,Web Developer,86625.0,-1,-1,-1,"Reston, VA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,5.0,5.0,5.0,5.0,5.0,5.0,ISE Data Systems,2023-05-07 21:26:03.131127
81,Web Developer,95000.0,-1,BACHELOR,SENIOR,Remote,1,1 to 50 Employees,1,-1,-1,Information Technology Support Services,Information Technology,Less than $1 million (USD),1,Company - Private,5.0,5.0,5.0,5.0,5.0,5.0,"VeilSun, Inc.",2023-05-07 21:26:05.240099
82,Student Employee - Web Developer,67757.0,-1,-1,-1,"Charlotte, NC",0,501 to 1000 Employees,4,1973,50,Membership Organizations,Management & Consulting,$100 to $500 million (USD),6,Nonprofit Organization,4.4,4.1,4.0,4.4,4.0,4.2,Electric Power Research Institute,2023-05-07 21:26:09.156383
83,Web Developer,55000.0,2,BACHELOR,-1,"Albany, OR",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,The Vitruvius Project,2023-05-07 21:26:11.147914
84,Junior Frontend Web Developer,52000.0,-1,-1,JUNIOR,"Coquille, OR",0,501 to 1000 Employees,4,-1,-1,Banking & Lending,Financial Services,$25 to $100 million (USD),4,Company - Private,3.7,3.3,3.6,2.2,2.5,2.3,First Community Credit Union of Oregon,2023-05-07 21:26:14.243589
85,Front-End Web Developer,59029.0,-1,BACHELOR,SENIOR,"Chicago, IL",0,501 to 1000 Employees,4,1886,137,Colleges & Universities,Education,$25 to $100 million (USD),4,College / University,3.6,3.5,3.0,3.8,3.1,3.2,National Louis University,2023-05-07 21:26:16.269345
86,Web Developer,55628.0,-1,BACHELOR,-1,"Eatontown, NJ",0,51 to 200 Employees,2,1967,56,General Repair & Maintenance,"Construction, Repair & Maintenance Services",$25 to $100 million (USD),4,Company - Private,4.2,4.1,3.6,4.4,4.3,3.8,Warshauer Electric Supply,2023-05-07 21:26:18.317284
87,Web Developer,126214.4,-1,-1,-1,"Trenton, NJ",0,51 to 200 Employees,2,2005,18,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.7,3.6,3.9,3.5,3.5,3.6,Devcare Solutions,2023-05-07 21:26:20.656955
88,Web/Senior Frontend Developer,145600.0,-1,-1,SENIOR,Remote,1,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,"IT Engagements,Inc.",2023-05-07 21:26:22.736977
89,Web Developer,90000.0,-1,-1,SENIOR,United States,0,501 to 1000 Employees,4,2002,21,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,-1,Company - Private,4.4,4.1,3.7,4.6,4.2,4.5,WilsonHCG,2023-05-07 21:26:24.545963
90,ETL/Informatica/Python Developer,150800.0,8,BACHELOR,-1,"Austin, TX",0,1 to 50 Employees,1,-1,-1,Business Consulting,Management & Consulting,$1 to $5 million (USD),2,Company - Private,4.3,4.2,3.9,4.1,4.2,4.0,Esolvit Inc,2023-05-07 21:26:30.695061
91,UI- Front End Developer/Angular Developer,124800.0,-1,-1,-1,"Charlotte, NC",0,201 to 500 Employees,3,1998,25,Software Development,Information Technology,$1 to $5 million (USD),2,Company - Private,5.0,4.5,4.0,5.0,5.0,5.0,Prutech,2023-05-07 21:26:33.073228
92,UI Developer,130000.0,-1,-1,-1,Remote,1,51 to 200 Employees,2,2015,8,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Public,4.9,4.9,4.7,4.9,4.9,4.9,Sunixa Solutions,2023-05-07 21:26:37.374970
93,Junior Front End Developer,69660.0,-1,-1,JUNIOR,"Secaucus, NJ",0,10000+ Employees,7,1989,34,"Department, Clothing & Shoe Stores",Retail & Wholesale,$1 to $5 billion (USD),7,Company - Public,3.3,3.0,2.9,3.0,2.8,3.0,The Children's Place,2023-05-07 21:26:42.212901
94,Web Developer,67509.0,-1,-1,-1,"Cedar Park, TX",0,Unknown,-1,-1,-1,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,Company - Private,4.6,4.2,3.7,4.8,4.2,3.8,Fullsteam,2023-05-07 21:26:44.250136
95,Front End Web Developer Remote,59635.0,-1,-1,-1,"Greenwood Village, CO",0,1001 to 5000 Employees,5,2002,21,Construction,"Construction, Repair & Maintenance Services",$1 to $5 billion (USD),7,Company - Public,4.2,4.0,4.5,4.2,4.3,3.7,Century Communities,2023-05-07 21:26:46.296847
96,Web Developer,70925.0,2,-1,-1,"Park City, UT",0,501 to 1000 Employees,4,1996,27,"Department, Clothing & Shoe Stores",Retail & Wholesale,$500 million to $1 billion (USD),7,Company - Private,2.7,2.5,2.7,2.9,2.2,2.9,Backcountry,2023-05-07 21:26:48.449664
97,Web Developer,99555.0,-1,-1,-1,"Saint Paul, MN",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Office of the Revisor of Statutes,2023-05-07 21:26:50.544506
98,Junior Web UI Developer,84418.0,-1,-1,JUNIOR,"Broomfield, CO",0,Unknown,-1,-1,-1,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.7,4.9,4.7,4.9,4.9,4.9,DealersLink,2023-05-07 21:26:52.091267
99,Front-End Web Developer,66859.0,-1,-1,SENIOR,"Macedonia, OH",0,1 to 50 Employees,1,-1,-1,-1,-1,Less than $1 million (USD),1,Company - Public,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Innovative Global Vision,2023-05-07 21:26:57.007141
100,Junior Developer,84096.0,3,BACHELOR,JUNIOR,"Richardson, TX",0,51 to 200 Employees,2,2019,4,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.8,4.5,4.2,5.0,4.8,4.7,AllSynx,2023-05-07 21:26:58.923262
