,Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time Unit
34,"$137,689 /yr (est.)",137689.0,"Machine Learning Engineer – 3D computer vision, Autopilot AI",0,2,-1,Tesla, CA,3.6,0,20,10000+ Employees,2003,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$1 to $5 billion (USD),3.7,3.7,3.4,3.1,2.9,yr
35,"$100,000 /yr (est.)",100000.0,Software Quality Assurance (Manual/Automation),5,1,-1,Abalta Technologies Inc, CA,4.3,0,20,51 to 200 Employees,2003,Company - Private,Computer Hardware Development,Information Technology,$1 to $5 million (USD),3.8,3.3,4.3,4.1,4.1,yr
36,"$107,919 /yr (est.)",107919.0,Autonomous Systems Embedded Engineer,7,1,1,Oak Ridge National Laboratory, TN,3.6,0,80,5001 to 10000 Employees,1943,Government,National Agencies,Government & Public Administration,Unknown / Non-Applicable,3.5,3.7,3.3,2.7,3.6,yr
37,"$89,813 /yr (est.)",89813.0,Systems Engineer,5,1,1,AGCO, AZ,3.9,0,33,10000+ Employees,1990,Company - Public,Machinery Manufacturing,Manufacturing,$10+ billion (USD),3.4,3.6,3.6,3.3,3.5,yr
38,"$80,593 /yr (est.)",80593.0,Brake Systems Engineer,3,1,-1,Bosch Group, MI,4.4,0,137,10000+ Employees,1886,Company - Private,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),4.1,4.1,4.4,4.0,4.1,yr
39,"$132,403 /yr (est.)",132403.0,Embedded Flight Software Engineer,3,1,-1,Rocket Lab USA, CA,3.1,0,17,501 to 1000 Employees,2006,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,3.4,2.9,2.9,2.8,2.4,yr
40,"$86,217 /yr (est.)",86217.0,Autonomous Driving Simulation Engineer - Managed AI,3,1,-1,Deloitte, NJ,4.1,0,173,10000+ Employees,1850,Company - Private,Accounting & Tax,Financial Services,$10+ billion (USD),4.3,3.8,4.0,3.8,3.3,yr
41,"$132,500 /yr (est.)",132500.0,"Software Engineer, Full Stack (Starshield)",2,1,-1,SpaceX, CA,4.0,0,21,5001 to 10000 Employees,2002,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,4.1,3.8,3.8,3.4,2.7,yr
42,"$98,508 /yr (est.)",98508.0,Embedded Flight Software Engineer,5,1,-1,Inversion Space, CA,-1.0,0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
44,"$103,707 /yr (est.)",103707.0,Software Engineer - Full-Stack,4,1,1,Skyways, TX,3.3,0,5,1 to 50 Employees,2018,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,3.8,3.1,3.8,1.0,3.1,yr
45,"$87,413 /yr (est.)",87413.0,Embedded Software Engineer,0,1,-1,ORANGE EV LLC, MO,4.0,0,-1,-1,-1,-1,-1,-1,-1,4.0,3.4,3.8,3.9,4.2,yr
46,"$76,756 /yr (est.)",76756.0,Mechanical Engineer,5,1,0,Skyways, TX,3.3,0,5,1 to 50 Employees,2018,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,3.8,3.1,3.8,1.0,3.1,yr
47,"$67,831 /yr (est.)",67831.0,Student Programs Engineer - Robotics and Autonomous Systems,3,1,-1,MathWorks, MA,4.5,0,39,501 to 1000 Employees,1984,Company - Private,Software Development,Information Technology,$1 to $5 billion (USD),4.1,4.0,4.6,4.3,4.7,yr
49,"$146,774 /yr (est.)",146774.0,"SLAM Software Engineer, Autopilot",0,2,-1,Tesla, CA,3.6,0,20,10000+ Employees,2003,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$1 to $5 billion (USD),3.7,3.7,3.4,3.1,2.9,yr
51,"$125,287 /yr (est.)",125287.0,"Robotics Engineer, Fleet Learning – Autopilot",3,2,-1,Tesla, CA,3.6,0,20,10000+ Employees,2003,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$1 to $5 billion (USD),3.7,3.7,3.4,3.1,2.9,yr
52,"$132,500 /yr (est.)",132500.0,"Software Engineer, C++ (Starshield)",2,1,-1,SpaceX, CA,4.0,0,21,5001 to 10000 Employees,2002,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,4.1,3.8,3.8,3.4,2.7,yr
53,"$132,500 /yr (est.)",132500.0,FPGA Engineer (Starshield),2,1,-1,Swarm Technologies, CA,4.2,0,7,1 to 50 Employees,2016,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,4.0,4.2,4.3,4.4,4.3,yr
54,"$109,392 /yr (est.)",109392.0,Artificial Intelligence & Machine Learning Research Scientist- Autonomous Systems,0,1,-1,Aurora Flight Sciences, MA,4.1,0,34,501 to 1000 Employees,1989,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,4.1,3.9,4.0,3.8,4.3,yr
55,"$122,500 /yr (est.)",122500.0,Mission Operations Engineer,0,1,-1,Impulse Space, CA,-1.0,0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
56,"$79,088 /yr (est.)",79088.0,Software Test Engineer,3,1,1,Robotic Research, MD,4.5,0,21,201 to 500 Employees,2002,Company - Private,Computer Hardware Development,Information Technology,$25 to $100 million (USD),4.7,4.4,4.7,4.6,4.1,yr
59,"$235,000 /yr (est.)",235000.0,Principal Software Engineer (Starshield),10,1,1,Swarm Technologies, CA,4.2,0,7,1 to 50 Employees,2016,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,4.0,4.2,4.3,4.4,4.3,yr
60,"$200,000 /yr (est.)",200000.0,"Tech Lead, Software Engineer, Autonomous Car Startup",8,1,1,Recruiting From Scratch, AZ,3.9,0,4,1 to 50 Employees,2019,Company - Private,Staffing & Subcontracting,Human Resources & Staffing,$1 to $5 million (USD),4.0,3.9,3.6,3.5,3.9,yr
61,"$100,000 /yr (est.)",100000.0,Mechanical Engineer I,0,1,-1,Saildrone, CA,3.5,0,7,51 to 200 Employees,2016,Company - Private,Computer Hardware Development,Information Technology,$5 to $25 million (USD),3.2,3.4,3.7,3.1,3.5,yr
62,"$78,167 /yr (est.)",78167.0,Test & Validation Engineer,5,1,-1,Valeo, MI,3.9,0,100,10000+ Employees,1923,Company - Private,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),3.8,3.6,3.7,3.3,3.3,yr
63,"$91,628 /yr (est.)",91628.0,Software Engineer,5,1,1,"Oasys International, LLC", UT,3.7,0,12,51 to 200 Employees,2011,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),3.8,4.0,3.9,3.8,4.3,yr
64,"$107,500 /yr (est.)",107500.0,Embedded Software Engineer,3,1,-1,Faraday Future, CA,2.7,0,9,501 to 1000 Employees,2014,Company - Private,Transportation Equipment Manufacturing,Manufacturing,Unknown / Non-Applicable,2.6,3.0,2.7,2.3,3.1,yr
65,"$150,000 /yr (est.)",150000.0,Autonomous Systems Embedded Software Engineer,10,1,0,Leidos, WA,3.9,0,54,10000+ Employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),3.8,3.6,3.8,3.6,4.0,yr
66,"$146,774 /yr (est.)",146774.0,"SLAM Software Engineer, Autopilot",0,-1,-1,Tesla, CA,3.6,0,20,10000+ Employees,2003,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$1 to $5 billion (USD),3.7,3.7,3.4,3.1,2.9,yr
67,"$79,088 /yr (est.)",79088.0,Software Test Engineer,0,-1,-1,Robotic Research, MD,4.5,0,21,201 to 500 Employees,2002,Company - Private,Computer Hardware Development,Information Technology,$25 to $100 million (USD),4.7,4.4,4.7,4.6,4.1,yr
70,"$132,500 /yr (est.)",132500.0,Software Infrastructure Engineer (Starshield),2,1,-1,SpaceX, CA,4.0,0,21,5001 to 10000 Employees,2002,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,4.1,3.8,3.8,3.4,2.7,yr
72,"$150,000 /yr (est.)",150000.0,Senior Robotics Software Engineer,5,1,1,"Stratom, Inc.", CO,5.0,0,-1,-1,-1,-1,-1,-1,-1,4.8,4.3,5.0,5.0,5.0,yr
73,"$113,438 /yr (est.)",113438.0,"Engineer, Software Development Engineering (NCG)",0,1,-1,Analog Devices, MA,4.1,0,58,10000+ Employees,1965,Company - Public,Electronics Manufacturing,Manufacturing,$10+ billion (USD),3.9,3.7,4.0,3.6,3.9,yr
74,$31.13 /hr (est.),64750.4,Autonomous Vehicle Operations Specialist,5,1,0,Aurora Innovation, TX,3.9,0,6,201 to 500 Employees,2017,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.6,4.1,3.9,3.9,3.8,hr
75,"$80,750 /yr (est.)",80750.0,Equipment Engineer I (Summer 2023 Start),2,1,-1,Applied Materials, NY,4.1,0,56,10000+ Employees,1967,Company - Public,Electronics Manufacturing,Manufacturing,$10+ billion (USD),3.9,3.8,3.9,3.6,3.6,yr
78,"$232,500 /yr (est.)",232500.0,Autonomous Vehicle Test Engineer,2,2,1,Applied Intuition, CA,3.8,0,6,51 to 200 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.4,3.9,4.2,4.1,3.0,yr
79,"$70,041 /yr (est.)",70041.0,Systems Engineer – Autonomous Vehicle Applications,3,1,-1,Oshkosh Corporation, PA,4.1,0,106,10000+ Employees,1917,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD),3.8,3.7,4.1,3.6,4.1,yr
80,"$172,000 /yr (est.)",172000.0,"Software Engineer, Simulation Realism",0,1,-1,Waymo, CA,3.9,0,14,Unknown,2009,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.4,4.0,4.0,3.4,3.7,yr
81,"$78,000 /yr (est.)",78000.0,Entry Level Design and Analysis Engineer,0,1,-1,BOEING, AZ,3.9,0,107,10000+ Employees,1916,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),3.8,3.9,3.5,3.1,3.9,yr
82,"$62,469 /yr (est.)",62469.0,EE Vehicle Update Engineer,3,1,0,Mercedes-Benz R&D North America, CA,4.2,0,137,10000+ Employees,1886,Company - Public,Transportation Equipment Manufacturing,Manufacturing,Unknown / Non-Applicable,3.6,4.0,3.9,3.7,4.0,yr
83,"$80,000 /yr (est.)",80000.0,Software Engineer,0,-1,-1,"Skyline Nav AI, Inc.",Remote,-1.0,1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
84,"$80,000 /yr (est.)",80000.0,"Software Engineer, Autonomous Vehicles",0,1,-1,Chance Maritime Technologies, LA,-1.0,0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
85,"$80,593 /yr (est.)",80593.0,Brake Systems Engineer,0,-1,-1,Bosch Group, MI,4.4,0,137,10000+ Employees,1886,Company - Private,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),4.1,4.1,4.4,4.0,4.1,yr
86,"$70,303 /yr (est.)",70303.0,Autonomous Systems,0,1,-1,Honda Research Institute USA, CA,4.4,0,-1,-1,-1,-1,-1,-1,-1,4.0,3.7,3.9,3.9,4.4,yr
87,"$78,000 /yr (est.)",78000.0,Entry Level Design and Analysis Engineer,0,-1,-1,BOEING, AZ,3.9,0,107,10000+ Employees,1916,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),3.8,3.9,3.5,3.1,3.9,yr
88,"$80,000 /yr (est.)",80000.0,Software Engineer,1,1,-1,"Skyline Nav AI, Inc.",Remote,-1.0,1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
90,"$132,500 /yr (est.)",132500.0,"Software Engineer, C++ (Starshield)",2,1,-1,Swarm Technologies, CA,4.2,0,7,1 to 50 Employees,2016,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,4.0,4.2,4.3,4.4,4.3,yr
91,"$105,000 /yr (est.)",105000.0,Trajectory Analysis Engineer,1,1,-1,Swarm Technologies, CA,4.2,0,7,1 to 50 Employees,2016,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,4.0,4.2,4.3,4.4,4.3,yr
92,"$207,125 /yr (est.)",207125.0,Senior Framework Software Engineer - Autonomous Vehicles,5,1,1,NVIDIA, CA,4.6,0,30,10000+ Employees,1993,Company - Public,Computer Hardware Development,Information Technology,$5 to $10 billion (USD),4.5,4.5,4.6,4.4,4.2,yr
93,"$141,500 /yr (est.)",141500.0,Software Engineer,3,1,-1,Pyka, CA,5.0,0,6,1 to 50 Employees,2017,Unknown,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,4.9,4.7,4.9,4.8,4.8,yr
94,"$86,209 /yr (est.)",86209.0,Autonomous Vehicle Software Engineer,0,1,0,Aurora Flight Sciences, MA,4.1,0,34,501 to 1000 Employees,1989,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,4.1,3.9,4.0,3.8,4.3,yr
95,"$105,632 /yr (est.)",105632.0,Engineer I-Firmware,0,1,-1,Microchip Technology, TX,4.0,0,34,10000+ Employees,1989,Company - Public,Electronics Manufacturing,Manufacturing,$5 to $10 billion (USD),3.8,3.4,4.1,3.8,4.2,yr
96,"$79,223 /yr (est.)",79223.0,"Associate Engineer, Equipment Engineering",2,1,-1,Analog Devices, OR,4.1,0,58,10000+ Employees,1965,Company - Public,Electronics Manufacturing,Manufacturing,$10+ billion (USD),3.9,3.7,4.0,3.6,3.9,yr
97,"$115,000 /yr (est.)",115000.0,Software Engineer,2,1,1,Beep Inc,Remote,4.3,1,4,51 to 200 Employees,2019,Company - Private,Taxi & Car Services,Transportation & Logistics,Unknown / Non-Applicable,4.3,3.6,3.9,4.2,3.9,yr
98,"$132,500 /yr (est.)",132500.0,Software Engineer (Starshield),0,-1,-1,Swarm Technologies, CA,4.2,0,7,1 to 50 Employees,2016,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,4.0,4.2,4.3,4.4,4.3,yr
99,"$141,500 /yr (est.)",141500.0,Software Engineer,0,-1,-1,Pyka, CA,5.0,0,6,1 to 50 Employees,2017,Unknown,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,4.9,4.7,4.9,4.8,4.8,yr
100,"$101,663 /yr (est.)",101663.0,Software Engineer C++,0,-1,-1,Seegrid, PA,3.5,0,20,201 to 500 Employees,2003,Company - Private,Machinery Manufacturing,Manufacturing,Unknown / Non-Applicable,3.3,3.5,3.8,3.2,3.8,yr
101,"$80,000 /yr (est.)",80000.0,"Software Engineer, Autonomous Vehicles",0,-1,-1,Chance Maritime Technologies, LA,-1.0,0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
102,"$109,307 /yr (est.)",109307.0,Software Engineering Co-op,0,-1,-1,QinetiQ, MA,3.9,0,22,1001 to 5000 Employees,2001,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $5 billion (USD),3.8,3.4,3.9,3.5,4.0,yr
103,"$141,500 /yr (est.)",141500.0,Software Engineer,3,1,-1,Pyka,,5.0,0,6,1 to 50 Employees,2017,Unknown,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,4.9,4.7,4.9,4.8,4.8,yr
104,"$89,965 /yr (est.)",89965.0,Data Scientist - MPD,2,1,1,"City of Minneapolis
3.5", MN,3.5,0,156,1001 to 5000 Employees,1867,Government,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,3.3,3.9,3.3,3.1,4.0,yr
105,"$115,000 /yr (est.)",115000.0,Data Scientist,0,-1,-1,Zest AI,Remote,-1.0,1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
106,"$103,659 /yr (est.)",103659.0,Data Scientist,10,1,-1,"LufCo
4.9", MD,4.9,0,19,1 to 50 Employees,2004,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,4.8,4.8,4.9,4.9,4.9,yr
107,"$164,000 /yr (est.)",164000.0,"Data Scientist, Product Analytics",4,1,-1,"Facebook App
3.9",Remote,3.9,1,19,10000+ Employees,2004,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),4.0,4.6,3.7,3.3,3.6,yr
108,"$117,500 /yr (est.)",117500.0,Data Scientist - Bioinformatics,1,1,1,Excision BioTherapeutics, MA,-1.0,0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
109,"$101,376 /yr (est.)",101376.0,Data Scientist,0,2,-1,"Cyber Infotech
4.2", TX,4.2,0,-1,-1,-1,-1,-1,-1,-1,5.0,5.0,5.0,5.0,5.0,yr
110,$70.00 /hr (est.),145600.0,Data Scientist,5,2,1,"Devcare Solutions
3.7", OH,3.7,0,18,51 to 200 Employees,2005,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.6,3.9,3.5,3.5,3.6,hr
111,"$93,523 /yr (est.)",93523.0,Data Scientist,3,1,1,"BRADY WORLDWIDE INC
3.6", WI,3.6,0,109,5001 to 10000 Employees,1914,Company - Public,Machinery Manufacturing,Manufacturing,$1 to $5 billion (USD),3.3,3.5,3.5,3.2,3.8,yr
113,"$97,733 /yr (est.)",97733.0,Data Scientist,0,-1,-1,"TGS
3.8", TX,3.8,0,42,501 to 1000 Employees,1981,Company - Public,Energy & Utilities,"Energy, Mining & Utilities",$500 million to $1 billion (USD),3.2,3.7,3.2,3.1,3.6,yr
114,"$100,925 /yr (est.)",100925.0,Data Scientist,5,1,-1,"GTA (Global Technology Associates)
4.6", VA,4.6,0,-1,-1,-1,-1,-1,-1,-1,4.4,4.0,4.4,4.0,3.4,yr
115,"$120,100 /yr (est.)",120100.0,Data Scientist - HCI,2,1,1,"SCAN Group
3.9", CA,3.9,0,46,1001 to 5000 Employees,1977,Nonprofit Organization,Insurance Carriers,Insurance,$1 to $5 billion (USD),3.7,4.1,4.0,3.6,3.9,yr
116,$80.00 /hr (est.),166400.0,Data Scientist,7,2,-1,"Surya Systems
3.9", CA,3.9,0,-1,-1,-1,-1,-1,-1,-1,3.9,4.0,4.0,3.3,3.7,hr
117,"$72,500 /yr (est.)",72500.0,Data Scientist,0,1,-1,"Numero Data
3.9",Remote,3.9,1,-1,-1,-1,-1,-1,-1,-1,4.0,3.4,4.0,4.0,3.8,yr
118,"$130,000 /yr (est.)",130000.0,Data Scientist,3,2,1,"Excelacom
3.4", CO,3.4,0,23,51 to 200 Employees,2000,Company - Private,Telecommunications Services,Telecommunications,Unknown / Non-Applicable,3.6,3.4,3.0,3.1,3.4,yr
119,"$112,500 /yr (est.)",112500.0,Genomics Data Scientist,0,1,-1,"Avellino Lab USA Inc
3.0",Remote,3.0,1,11,51 to 200 Employees,2012,Company - Private,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Unknown / Non-Applicable,2.8,3.4,3.1,2.6,3.3,yr
120,$65.00 /hr (est.),135200.0,Sr. Business Analyst/Data Analyst,8,2,-1,Apex Consultant, VA,-1.0,0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,hr
