,Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape,Time Unit
49,"$62,000 /yr (est.)",62000.0,Entry Level Software Test Engineer,-1,1,1,"Radiological Imaging Technology, Inc.","Colorado Springs, CO",-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-17 22:58:37.799060,yr
50,"$62,000 /yr (est.)",62000.0,Entry Level Software Test Engineer,-1,2,1,"Radiological Imaging Technology, Inc.","Colorado Springs, CO",-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-17 22:58:42.938526,yr
51,"$62,000 /yr (est.)",62000.0,Entry Level Software Test Engineer,-1,1,1,"Radiological Imaging Technology, Inc.","Colorado Springs, CO",-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-17 22:58:48.031080,yr
52,"$62,000 /yr (est.)",62000.0,Entry Level Software Test Engineer,-1,2,1,"Radiological Imaging Technology, Inc.","Colorado Springs, CO",-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-17 22:58:53.264192,yr
53,"$62,000 /yr (est.)",62000.0,Entry Level Software Test Engineer,-1,1,1,"Radiological Imaging Technology, Inc.","Colorado Springs, CO",-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-17 22:58:58.356977,yr
54,"$62,000 /yr (est.)",62000.0,Entry Level Software Test Engineer,-1,2,1,"Radiological Imaging Technology, Inc.","Colorado Springs, CO",-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-17 22:59:03.590126,yr
55,"$62,000 /yr (est.)",62000.0,Entry Level Software Test Engineer,-1,1,1,"Radiological Imaging Technology, Inc.","Colorado Springs, CO",-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-17 22:59:08.714324,yr
56,"$62,000 /yr (est.)",62000.0,Entry Level Software Test Engineer,-1,2,1,"Radiological Imaging Technology, Inc.","Colorado Springs, CO",-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-17 22:59:13.905891,yr
57,"$62,000 /yr (est.)",62000.0,Entry Level Software Test Engineer,-1,1,1,"Radiological Imaging Technology, Inc.","Colorado Springs, CO",-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-17 22:59:19.014069,yr
58,"$62,000 /yr (est.)",62000.0,Entry Level Software Test Engineer,-1,2,1,"Radiological Imaging Technology, Inc.","Colorado Springs, CO",-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-17 22:59:24.184728,yr
59,"$62,000 /yr (est.)",62000.0,Entry Level Software Test Engineer,-1,1,1,"Radiological Imaging Technology, Inc.","Colorado Springs, CO",-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-17 22:59:29.308492,yr
60,"$70,000 /yr (est.)",70000.0,Jr Frontend Developer,-1,-1,1,Modernize Home Services,"Austin, TX",4.1,0,18,51 to 200 Employees,2005,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,4.0,4.3,4.1,4.2,2023-05-17 22:59:34.852163,yr
61,"$70,000 /yr (est.)",70000.0,Jr Frontend Developer,10,1,1,Modernize Home Services,"Austin, TX",4.1,0,18,51 to 200 Employees,2005,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,4.0,4.3,4.1,4.2,2023-05-17 22:59:37.414063,yr
62,"$70,000 /yr (est.)",70000.0,Jr Frontend Developer,10,2,1,Modernize Home Services,"Austin, TX",4.1,0,18,51 to 200 Employees,2005,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,4.0,4.3,4.1,4.2,2023-05-17 22:59:37.976430,yr
63,"$70,000 /yr (est.)",70000.0,Jr Frontend Developer,10,1,1,Modernize Home Services,"Austin, TX",4.1,0,18,51 to 200 Employees,2005,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,4.0,4.3,4.1,4.2,2023-05-17 22:59:38.616905,yr
64,"$70,000 /yr (est.)",70000.0,Jr Frontend Developer,10,2,1,Modernize Home Services,"Austin, TX",4.1,0,18,51 to 200 Employees,2005,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,4.0,4.3,4.1,4.2,2023-05-17 22:59:39.304257,yr
65,"$70,000 /yr (est.)",70000.0,Jr Frontend Developer,10,1,1,Modernize Home Services,"Austin, TX",4.1,0,18,51 to 200 Employees,2005,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,4.0,4.3,4.1,4.2,2023-05-17 22:59:39.882231,yr
66,"$70,000 /yr (est.)",70000.0,Jr Frontend Developer,10,2,1,Modernize Home Services,"Austin, TX",4.1,0,18,51 to 200 Employees,2005,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,4.0,4.3,4.1,4.2,2023-05-17 22:59:40.476248,yr
67,"$70,000 /yr (est.)",70000.0,Jr Frontend Developer,10,1,1,Modernize Home Services,"Austin, TX",4.1,0,18,51 to 200 Employees,2005,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,4.0,4.3,4.1,4.2,2023-05-17 22:59:40.976130,yr
68,"$70,000 /yr (est.)",70000.0,Jr Frontend Developer,10,2,1,Modernize Home Services,"Austin, TX",4.1,0,18,51 to 200 Employees,2005,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,4.0,4.3,4.1,4.2,2023-05-17 22:59:41.554118,yr
69,"$70,000 /yr (est.)",70000.0,Jr Frontend Developer,10,1,1,Modernize Home Services,"Austin, TX",4.1,0,18,51 to 200 Employees,2005,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,4.0,4.3,4.1,4.2,2023-05-17 22:59:42.132109,yr
70,"$70,000 /yr (est.)",70000.0,Jr Frontend Developer,10,2,1,Modernize Home Services,"Austin, TX",4.1,0,18,51 to 200 Employees,2005,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,4.0,4.3,4.1,4.2,2023-05-17 22:59:42.647613,yr
71,"$70,000 /yr (est.)",70000.0,Jr Frontend Developer,10,1,1,Modernize Home Services,"Austin, TX",4.1,0,18,51 to 200 Employees,2005,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,4.0,4.3,4.1,4.2,2023-05-17 22:59:43.209979,yr
72,"$70,000 /yr (est.)",70000.0,Jr Frontend Developer,10,2,1,Modernize Home Services,"Austin, TX",4.1,0,18,51 to 200 Employees,2005,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,4.0,4.3,4.1,4.2,2023-05-17 22:59:43.725489,yr
73,"$70,000 /yr (est.)",70000.0,Jr Frontend Developer,10,1,1,Modernize Home Services,"Austin, TX",4.1,0,18,51 to 200 Employees,2005,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,4.0,4.3,4.1,4.2,2023-05-17 22:59:44.303473,yr
74,"$70,000 /yr (est.)",70000.0,Jr Frontend Developer,10,2,1,Modernize Home Services,"Austin, TX",4.1,0,18,51 to 200 Employees,2005,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,4.0,4.3,4.1,4.2,2023-05-17 22:59:44.881462,yr
75,"$70,000 /yr (est.)",70000.0,Jr Frontend Developer,10,1,1,Modernize Home Services,"Austin, TX",4.1,0,18,51 to 200 Employees,2005,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,4.0,4.3,4.1,4.2,2023-05-17 22:59:45.412587,yr
76,"$70,000 /yr (est.)",70000.0,Jr Frontend Developer,10,2,1,Modernize Home Services,"Austin, TX",4.1,0,18,51 to 200 Employees,2005,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,4.0,4.3,4.1,4.2,2023-05-17 22:59:45.974957,yr
77,"$70,000 /yr (est.)",70000.0,Jr Frontend Developer,10,1,1,Modernize Home Services,"Austin, TX",4.1,0,18,51 to 200 Employees,2005,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,4.0,4.3,4.1,4.2,2023-05-17 22:59:46.490459,yr
78,"$70,000 /yr (est.)",70000.0,Jr Frontend Developer,10,2,1,Modernize Home Services,"Austin, TX",4.1,0,18,51 to 200 Employees,2005,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,4.0,4.3,4.1,4.2,2023-05-17 22:59:47.084071,yr
79,"$70,000 /yr (est.)",70000.0,Jr Frontend Developer,10,1,1,Modernize Home Services,"Austin, TX",4.1,0,18,51 to 200 Employees,2005,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,4.0,4.3,4.1,4.2,2023-05-17 22:59:47.646438,yr
80,"$70,000 /yr (est.)",70000.0,Jr Frontend Developer,10,2,1,Modernize Home Services,"Austin, TX",4.1,0,18,51 to 200 Employees,2005,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,4.0,4.3,4.1,4.2,2023-05-17 22:59:48.161943,yr
