,Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape,Time Unit
10,"$104,000 /yr (est.)",104000.0,Artificial Intelligence Programmer,-1,-1,-1,"Noble Public Adjusting Group
3.7",Remote,3.7,1,7,1 to 50 Employees,2016,Company - Private,Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable,3.7,4.0,3.6,3.5,3.5,2023-05-25 09:43:35.245654,yr
11,"$106,753 /yr (est.)",106753.0,UX Developer,-1,-1,-1,"TAA Solutions LLC
5.0", MD,5.0,0,-1,-1,-1,-1,-1,-1,-1,5.0,5.0,5.0,5.0,5.0,2023-05-25 09:43:37.108640,yr
12,"$118,500 /yr (est.)",118500.0,Implementation Manager,-1,-1,-1,"Moveworks.ai
3.8",Remote,3.8,1,7,501 to 1000 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,3.7,4.0,3.7,3.6,3.3,2023-05-25 09:43:39.913497,yr
13,"$73,287 /yr (est.)",73287.0,Full Stack Developer,-1,-1,-1,"Pediatric Associates
3.2", FL,3.2,0,68,1001 to 5000 Employees,1955,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,3.3,2.8,3.1,2.8,3.3,2023-05-25 09:43:41.661142,yr
16,"$223,000 /yr (est.)",223000.0,"Vice President, Product Owner - RPA and Chatbot",-1,-1,-1,"Prudential
3.8", NJ,3.8,0,148,10000+ Employees,1875,Company - Public,Investment & Asset Management,Financial Services,$10+ billion (USD),3.6,3.8,3.8,3.4,3.9,2023-05-25 09:43:52.460809,yr
17,"$130,000 /yr (est.)",130000.0,Lead Front-End Developer,-1,-1,-1,"Nutrafol
3.3", NY,3.3,0,10,51 to 200 Employees,2013,Self-employed,Beauty & Wellness,Personal Consumer Services,Unknown / Non-Applicable,3.5,3.9,3.4,3.4,3.4,2023-05-25 09:43:54.337826,yr
18,"$104,000 /yr (est.)",104000.0,Artificial Intelligence Programmer,-1,-1,-1,"Noble Public Adjusting Group
3.7", GA,3.7,0,7,1 to 50 Employees,2016,Company - Private,Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable,3.7,4.0,3.6,3.5,3.5,2023-05-25 09:43:56.544177,yr
20,$15.00 /hr (est.),31200.0,IT Specialist/System Administrator,-1,-1,-1,Helping Properties Abq, NM,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-25 09:44:01.535721,hr
22,$62.50 /hr (est.),130000.0,Pega Developer,-1,-1,-1,-1, CT,5.0,0,-1,-1,-1,-1,-1,-1,-1,5.0,5.0,5.0,5.0,5.0,2023-05-25 09:44:09.182358,hr
24,$44.00 /hr (est.),91520.0,UX WRITER (REMOTE),-1,-1,-1,"Cella
4.4", CA,4.4,0,35,201 to 500 Employees,1988,Company - Public,HR Consulting,Human Resources & Staffing,$100 to $500 million (USD),4.4,4.0,4.7,4.5,4.7,2023-05-25 09:44:16.068279,hr
25,$44.00 /hr (est.),91520.0,Conversation Designer,-1,-1,-1,-1,United States,3.4,0,35,201 to 500 Employees,1988,Company - Public,HR Consulting,Human Resources & Staffing,$100 to $500 million (USD),3.5,3.5,3.0,3.2,2.9,2023-05-25 09:44:17.767603,hr
27,"$62,500 /yr (est.)",62500.0,Assistant Director of Online User Experience,-1,-1,-1,"Capitol Technology University
3.1", MD,3.1,0,96,51 to 200 Employees,1927,College / University,Colleges & Universities,Education,$5 to $25 million (USD),2.8,2.6,2.8,2.7,2.9,2023-05-25 09:44:25.257764,yr
28,"$119,700 /yr (est.)",119700.0,-1,-1,-1,-1,-1, TX,3.9,0,28,1001 to 5000 Employees,1995,Company - Public,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),3.9,3.8,4.0,3.6,4.1,2023-05-25 09:44:27.226861,yr
29,"$38,975 /yr (est.)",38975.0,Sr. Web Marketing Manager - Remote,-1,-1,-1,-1, TX,4.7,0,-1,-1,-1,-1,-1,-1,-1,4.0,4.6,4.6,4.6,4.6,2023-05-25 09:44:31.488307,yr
30,$87.50 /hr (est.),182000.0,Curriculum Writer/SME - AI,-1,-1,-1,"Chegg
4.1",Remote,4.1,1,18,1001 to 5000 Employees,2005,Company - Public,Internet & Web Services,Information Technology,$500 million to $1 billion (USD),3.7,3.8,3.9,3.8,4.1,2023-05-25 09:44:43.164015,hr
32,"$89,075 /yr (est.)",89075.0,"UI/UX Designer, Application Development III H/M",-1,-1,-1,"Inetum
3.4", MA,3.4,0,53,10000+ Employees,1970,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),3.2,2.9,3.2,3.1,3.6,2023-05-25 09:44:48.791127,yr
33,"$89,075 /yr (est.)",89075.0,"UI/UX Designer, Application Development III H/M",-1,-1,-1,"Inetum
3.4", MA,3.4,0,53,10000+ Employees,1970,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),3.2,2.9,3.2,3.1,3.6,2023-05-25 09:44:50.625545,yr
35,"$100,000 /yr (est.)",100000.0,Business Systems Administrator,-1,-1,-1,"Constellation Software
4.0",Remote,4.0,1,28,10000+ Employees,1995,Company - Public,Computer Hardware Development,Information Technology,$1 to $5 billion (USD),3.6,3.8,3.7,3.2,3.7,2023-05-25 09:44:55.789079,yr
36,"$78,850 /yr (est.)",78850.0,Robotic Process Automation Developer,-1,-1,-1,"American Heritage Credit Union
3.3", PA,3.3,0,75,501 to 1000 Employees,1948,Company - Private,Banking & Lending,Financial Services,$1 to $5 billion (USD),3.0,3.2,3.7,3.0,3.1,2023-05-25 09:44:58.059959,yr
37,"$58,393 /yr (est.)",58393.0,Google Conversational AI Architect,-1,-1,-1,"Capgemini
3.8", TN,3.8,0,56,10000+ Employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),3.8,3.5,3.9,3.4,3.8,2023-05-25 09:44:59.856458,yr
38,"$82,153 /yr (est.)",82153.0,-1,-1,-1,-1,-1, MO,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-25 09:45:01.936150,yr
39,"$52,500 /yr (est.)",52500.0,Trade Show Assistant,-1,-1,-1,"The Association for Packaging and Processing Technologies
4.0", VA,4.0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-25 09:45:09.197300,yr
40,"$96,308 /yr (est.)",96308.0,Sr Business Analyst | TX,-1,-1,-1,"Photon
3.9", TX,3.9,0,16,5001 to 10000 Employees,2007,Company - Private,Information Technology Support Services,Information Technology,$100 to $500 million (USD),4.0,3.8,3.7,3.7,3.7,2023-05-25 09:45:13.416640,yr
41,"$151,950 /yr (est.)",151950.0,Senior Service Now Developer (Hybrid),-1,-1,-1,"Citi
3.9", TX,3.9,0,211,10000+ Employees,1812,Company - Public,Investment & Asset Management,Financial Services,$10+ billion (USD),3.9,3.8,3.8,3.5,3.5,2023-05-25 09:45:15.282451,yr
42,"$79,900 /yr (est.)",79900.0,"Product Manager, IVR Phone Strategy",-1,-1,-1,"DISH
3.1", CO,3.1,0,43,10000+ Employees,1980,Company - Public,"Cable, Internet & Telephone Providers",Telecommunications,$10+ billion (USD),3.2,3.0,2.9,2.8,2.8,2023-05-25 09:45:17.227730,yr
43,"$79,900 /yr (est.)",79900.0,"Product Manager, IVR Phone Strategy",-1,-1,-1,"DISH
3.1", CO,3.1,0,43,10000+ Employees,1980,Company - Public,"Cable, Internet & Telephone Providers",Telecommunications,$10+ billion (USD),3.2,3.0,2.9,2.8,2.8,2023-05-25 09:45:19.139808,yr
44,"$84,142 /yr (est.)",84142.0,"Product Line Manager, Customer Experience",-1,-1,-1,"Teco Energy
3.8", FL,3.8,0,124,1001 to 5000 Employees,1899,Subsidiary or Business Segment,Energy & Utilities,"Energy, Mining & Utilities",$1 to $5 billion (USD),3.7,3.8,3.7,3.6,3.5,2023-05-25 09:45:21.305782,yr
45,$37.50 /hr (est.),78000.0,IT/Subject Matter Expert,-1,-1,-1,"DONIA LLC
4.0", MD,4.0,0,-1,-1,-1,-1,-1,-1,-1,1.0,3.0,2.0,1.0,5.0,2023-05-25 09:45:23.617161,hr
46,"$83,432 /yr (est.)",83432.0,Cloud Technical Developer III ,-1,-1,-1,"AK INFORMATION TECHNOLOGIES
5.0", IL,5.0,0,-1,-1,-1,-1,-1,-1,-1,5.0,5.0,5.0,5.0,5.0,2023-05-25 09:45:26.737901,yr
47,"$76,161 /yr (est.)",76161.0,Technical Support Manager,-1,-1,-1,"Hearst Media Services
3.7", GA,3.7,0,136,10000+ Employees,1887,Company - Private,Publishing,Media & Communication,$10+ billion (USD),3.6,3.5,3.7,3.4,3.7,2023-05-25 09:45:29.627190,yr
48,"$85,302 /yr (est.)",85302.0,Senior .NET Developer,-1,-1,-1,"Advaiya
3.3", WA,3.3,0,18,51 to 200 Employees,2005,Company - Private,Software Development,Information Technology,$5 to $25 million (USD),3.4,3.1,3.3,2.7,3.0,2023-05-25 09:45:31.874220,yr
49,"$127,000 /yr (est.)",127000.0,Customer Experience (CX) Engineer,-1,-1,-1,"GXM Consulting LLC
4.5",Remote,4.5,1,-1,-1,-1,-1,-1,-1,-1,4.5,4.6,4.5,4.6,4.3,2023-05-25 09:45:33.827473,yr
50,"$102,500 /yr (est.)",102500.0,Applications Analyst III - (MyChart/Application Engineer) MSH/SSVS - Digital and Technology Partners,-1,-1,-1,"Mount Sinai
3.5", NY,3.5,0,-1,-1,-1,-1,-1,-1,-1,3.4,3.4,3.3,2.9,3.2,2023-05-25 09:45:36.773986,yr
51,"$88,976 /yr (est.)",88976.0,"Manager, Application Architecture - Nashville, TN / Tampa, FL",-1,-1,-1,"Deloitte
4.1", FL,4.1,0,173,10000+ Employees,1850,Company - Private,Accounting & Tax,Financial Services,$10+ billion (USD),4.3,3.8,4.0,3.8,3.3,2023-05-25 09:45:38.842459,yr
52,"$84,557 /yr (est.)",84557.0,ServiceNow Developer,-1,-1,-1,"Plaxonic Technologies
4.6", TX,4.6,0,10,51 to 200 Employees,2013,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),4.4,4.2,4.7,4.4,4.4,2023-05-25 09:45:41.253761,yr
53,"$99,319 /yr (est.)",99319.0,.Net Developer,-1,-1,-1,"Capgemini
3.8", TX,3.8,0,56,10000+ Employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),3.8,3.5,3.9,3.4,3.8,2023-05-25 09:45:43.369511,yr
54,"$99,319 /yr (est.)",99319.0,.Net Developer,-1,-1,-1,"Capgemini
3.8", TX,3.8,0,56,10000+ Employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),3.8,3.5,3.9,3.4,3.8,2023-05-25 09:45:45.615352,yr
55,"$178,933 /yr (est.)",178933.0,Lead C++ Software Engineer,-1,-1,-1,"JustAnswer
4.5", CA,4.5,0,20,501 to 1000 Employees,2003,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.2,4.4,4.5,4.3,4.4,2023-05-25 09:45:47.907950,yr
57,"$107,366 /yr (est.)",107366.0,VP RPA Services Delivery Manager (Onsite),-1,-1,-1,"Bancorp Bank, The
3.8", DE,3.8,0,24,501 to 1000 Employees,1999,Company - Public,Banking & Lending,Financial Services,$100 to $500 million (USD),3.3,3.6,3.9,3.8,3.9,2023-05-25 09:45:56.380528,yr
58,"$112,500 /yr (est.)",112500.0,ServiceNow Developer,-1,-1,-1,"Plaxonic
4.6", TX,4.6,0,10,51 to 200 Employees,2013,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),4.4,4.2,4.7,4.4,4.4,2023-05-25 09:45:58.514726,yr
59,"$108,676 /yr (est.)",108676.0,Senior Business Applications Analyst- Omnichannel,-1,-1,-1,"Orlando Utilities Commission
3.0", FL,3.0,0,100,1001 to 5000 Employees,1923,Government,Energy & Utilities,"Energy, Mining & Utilities",$500 million to $1 billion (USD),2.7,3.7,2.8,2.3,2.9,2023-05-25 09:46:01.099078,yr
60,$87.50 /hr (est.),182000.0,Curriculum Writer/SME - AI,-1,-1,-1,"Chegg
4.1",Remote,4.1,1,18,1001 to 5000 Employees,2005,Company - Public,Internet & Web Services,Information Technology,$500 million to $1 billion (USD),3.7,3.8,3.9,3.8,4.1,2023-05-25 09:46:10.768245,hr
61,"$78,850 /yr (est.)",78850.0,Robotic Process Automation Developer,-1,-1,-1,"American Heritage Credit Union
3.3", PA,3.3,0,75,501 to 1000 Employees,1948,Company - Private,Banking & Lending,Financial Services,$1 to $5 billion (USD),3.0,3.2,3.7,3.0,3.1,2023-05-25 09:46:12.907004,yr
62,"$102,500 /yr (est.)",102500.0,Applications Analyst III - (MyChart/Application Engineer) MSH/SSVS - Digital and Technology Partners,-1,-1,-1,"Mount Sinai
3.5", NY,3.5,0,10,10000+ Employees,2013,Hospital,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),3.4,3.4,3.3,2.9,3.2,2023-05-25 09:46:15.000256,yr
63,$61.68 /hr (est.),128294.4,Pega Developer,-1,-1,-1,Inscope Global Solutions, CT,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-25 09:46:17.253161,hr
66,"$58,393 /yr (est.)",58393.0,Google Conversational AI Architect,-1,-1,-1,"Capgemini
3.8", TN,3.8,0,56,10000+ Employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),3.8,3.5,3.9,3.4,3.8,2023-05-25 09:46:31.534644,yr
67,"$109,021 /yr (est.)",109021.0,Principal Salesforce Solution Engineer,-1,-1,-1,"CPI Security
3.8", NC,3.8,0,32,501 to 1000 Employees,1991,Company - Private,Security & Protective,Management & Consulting,$25 to $100 million (USD),3.5,3.7,4.0,3.6,3.8,2023-05-25 09:46:34.091190,yr
68,"$111,319 /yr (est.)",111319.0,Senior Lead Software Engineer - SAP Techno-functional,-1,-1,-1,"JPMorgan Chase Bank, N.A.
3.8", IL,3.8,0,224,10000+ Employees,1799,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),3.6,3.7,3.7,3.4,3.5,2023-05-25 09:46:36.510255,yr
71,"$111,448 /yr (est.)",111448.0,"Senior Manager 1, Solution Architecture - DAS Project Omnia",-1,-1,-1,"Deloitte
4.1", TN,4.1,0,173,10000+ Employees,1850,Company - Private,Accounting & Tax,Financial Services,$10+ billion (USD),4.3,3.8,4.0,3.8,3.3,2023-05-25 09:46:45.479879,yr
72,"$102,500 /yr (est.)",102500.0,Applications Analyst III - QA Analyst - Epic MyChart - MSH SSVS - Digital and Technology Partners,-1,-1,-1,"Mount Sinai
3.5", NY,3.5,0,10,10000+ Employees,2013,Hospital,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),3.4,3.4,3.3,2.9,3.2,2023-05-25 09:46:47.929276,yr
73,$87.50 /hr (est.),182000.0,Curriculum Writer/SME - AI,-1,-1,-1,"Chegg
4.1",Remote,4.1,1,18,1001 to 5000 Employees,2005,Company - Public,Internet & Web Services,Information Technology,$500 million to $1 billion (USD),3.7,3.8,3.9,3.8,4.1,2023-05-25 09:46:57.640979,hr
74,"$78,850 /yr (est.)",78850.0,Robotic Process Automation Developer,-1,-1,-1,"American Heritage Credit Union
3.3", PA,3.3,0,75,501 to 1000 Employees,1948,Company - Private,Banking & Lending,Financial Services,$1 to $5 billion (USD),3.0,3.2,3.7,3.0,3.1,2023-05-25 09:46:59.896494,yr
75,"$102,500 /yr (est.)",102500.0,Applications Analyst III - (MyChart/Application Engineer) MSH/SSVS - Digital and Technology Partners,-1,-1,-1,"Mount Sinai
3.5", NY,3.5,0,10,10000+ Employees,2013,Hospital,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),3.4,3.4,3.3,2.9,3.2,2023-05-25 09:47:01.971331,yr
76,$61.68 /hr (est.),128294.4,Pega Developer,-1,-1,-1,Inscope Global Solutions, CT,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-25 09:47:04.585070,hr
79,"$58,393 /yr (est.)",58393.0,Google Conversational AI Architect,-1,-1,-1,"Capgemini
3.8", TN,3.8,0,56,10000+ Employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),3.8,3.5,3.9,3.4,3.8,2023-05-25 09:47:18.997620,yr
80,"$109,021 /yr (est.)",109021.0,Principal Salesforce Solution Engineer,-1,-1,-1,"CPI Security
3.8", NC,3.8,0,32,501 to 1000 Employees,1991,Company - Private,Security & Protective,Management & Consulting,$25 to $100 million (USD),3.5,3.7,4.0,3.6,3.8,2023-05-25 09:47:21.531170,yr
81,"$111,319 /yr (est.)",111319.0,Senior Lead Software Engineer - SAP Techno-functional,-1,-1,-1,"JPMorgan Chase Bank, N.A.
3.8", IL,3.8,0,224,10000+ Employees,1799,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),3.6,3.7,3.7,3.4,3.5,2023-05-25 09:47:24.220465,yr
84,"$111,448 /yr (est.)",111448.0,"Senior Manager 1, Solution Architecture - DAS Project Omnia",-1,-1,-1,"Deloitte
4.1", TN,4.1,0,173,10000+ Employees,1850,Company - Private,Accounting & Tax,Financial Services,$10+ billion (USD),4.3,3.8,4.0,3.8,3.3,2023-05-25 09:47:33.576883,yr
85,"$102,500 /yr (est.)",102500.0,Applications Analyst III - QA Analyst - Epic MyChart - MSH SSVS - Digital and Technology Partners,-1,-1,-1,"Mount Sinai
3.5", NY,3.5,0,10,10000+ Employees,2013,Hospital,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),3.4,3.4,3.3,2.9,3.2,2023-05-25 09:47:36.361814,yr
86,$87.50 /hr (est.),182000.0,Curriculum Writer/SME - AI,-1,-1,-1,"Chegg
4.1",Remote,4.1,1,18,1001 to 5000 Employees,2005,Company - Public,Internet & Web Services,Information Technology,$500 million to $1 billion (USD),3.7,3.8,3.9,3.8,4.1,2023-05-25 09:47:46.129639,hr
87,"$78,850 /yr (est.)",78850.0,Robotic Process Automation Developer,-1,-1,-1,"American Heritage Credit Union
3.3", PA,3.3,0,75,501 to 1000 Employees,1948,Company - Private,Banking & Lending,Financial Services,$1 to $5 billion (USD),3.0,3.2,3.7,3.0,3.1,2023-05-25 09:47:48.522302,yr
88,"$102,500 /yr (est.)",102500.0,Applications Analyst III - (MyChart/Application Engineer) MSH/SSVS - Digital and Technology Partners,-1,-1,-1,"Mount Sinai
3.5", NY,3.5,0,10,10000+ Employees,2013,Hospital,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),3.4,3.4,3.3,2.9,3.2,2023-05-25 09:47:50.941373,yr
89,$61.68 /hr (est.),128294.4,Pega Developer,-1,-1,-1,Inscope Global Solutions, CT,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-25 09:47:53.646031,hr
92,"$58,393 /yr (est.)",58393.0,Google Conversational AI Architect,-1,-1,-1,"Capgemini
3.8", TN,3.8,0,56,10000+ Employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),3.8,3.5,3.9,3.4,3.8,2023-05-25 09:48:08.626722,yr
93,"$109,021 /yr (est.)",109021.0,Principal Salesforce Solution Engineer,-1,-1,-1,"CPI Security
3.8", NC,3.8,0,32,501 to 1000 Employees,1991,Company - Private,Security & Protective,Management & Consulting,$25 to $100 million (USD),3.5,3.7,4.0,3.6,3.8,2023-05-25 09:48:11.284681,yr
94,"$111,319 /yr (est.)",111319.0,Senior Lead Software Engineer - SAP Techno-functional,-1,-1,-1,"JPMorgan Chase Bank, N.A.
3.8", IL,3.8,0,224,10000+ Employees,1799,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),3.6,3.7,3.7,3.4,3.5,2023-05-25 09:48:13.917119,yr
97,"$111,448 /yr (est.)",111448.0,"Senior Manager 1, Solution Architecture - DAS Project Omnia",-1,-1,-1,"Deloitte
4.1", TN,4.1,0,173,10000+ Employees,1850,Company - Private,Accounting & Tax,Financial Services,$10+ billion (USD),4.3,3.8,4.0,3.8,3.3,2023-05-25 09:48:23.708337,yr
98,"$102,500 /yr (est.)",102500.0,Applications Analyst III - QA Analyst - Epic MyChart - MSH SSVS - Digital and Technology Partners,-1,-1,-1,"Mount Sinai
3.5", NY,3.5,0,10,10000+ Employees,2013,Hospital,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),3.4,3.4,3.3,2.9,3.2,2023-05-25 09:48:26.485496,yr
99,$87.50 /hr (est.),182000.0,Curriculum Writer/SME - AI,-1,-1,-1,"Chegg
4.1",Remote,4.1,1,18,1001 to 5000 Employees,2005,Company - Public,Internet & Web Services,Information Technology,$500 million to $1 billion (USD),3.7,3.8,3.9,3.8,4.1,2023-05-25 09:48:36.507297,hr
100,"$78,850 /yr (est.)",78850.0,Robotic Process Automation Developer,-1,-1,-1,"American Heritage Credit Union
3.3", PA,3.3,0,75,501 to 1000 Employees,1948,Company - Private,Banking & Lending,Financial Services,$1 to $5 billion (USD),3.0,3.2,3.7,3.0,3.1,2023-05-25 09:48:39.017013,yr
101,"$102,500 /yr (est.)",102500.0,Applications Analyst III - (MyChart/Application Engineer) MSH/SSVS - Digital and Technology Partners,-1,-1,-1,"Mount Sinai
3.5", NY,3.5,0,10,10000+ Employees,2013,Hospital,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),3.4,3.4,3.3,2.9,3.2,2023-05-25 09:48:41.450028,yr
